site_id,site_name,longitude,latitude,municipality,district_code,road_code,operator,interval_min,install_date,segment_id,road_name,morphology_en,road_category_code,road_category_en,access_en,geometry_method_en,manager_code,manager_label,length_m,dist_to_segment_m,bike_lane_width_m,has_cycleway,bike_lane_source,poi_shop_250m,poi_shop_500m,poi_shop_1000m,poi_education_250m,poi_education_500m,poi_education_1000m,poi_hotel_250m,poi_hotel_500m,poi_hotel_1000m,poi_hospital_250m,poi_hospital_500m,poi_hospital_1000m
300026349,St. pieters leeuw teller 1,4.24951,50.75533,Sint-Pieters-Leeuw,AWV211,N2310001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-08-04,635195,Alsembergsesteenweg,single_carriageway,IW,,public_road,surveyed,AWV211,District Halle,312.47,15.796444412148139,6.0,True,tier4:wegenregister_with_cycleway,3,7,15,0,0,0,0,0,1,0,0,0
300026758,leuven totem,4.7087919,50.8870744,Leuven,AWV213,R0230022,Vlaamse Overheid A. Wegen enVerkeer,15,2022-08-23,409504,Redersstraat,ramp_grade_separated,IW,,public_road,surveyed,AWV213,District Leuven,189.1,0.3847326753981641,3.0,True,tier2:dedicated_path_width,0,21,434,0,3,20,1,2,16,1,5,31
300026820,Heverlee teller 1,4.6954674,50.8471728,Leuven,AWV213,N2510001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-08-25,525702,Naamsesteenweg,single_carriageway,IW,,public_road,surveyed,AWV213,District Leuven,44.88,5.947472519609739,3.0,True,tier2:dedicated_path_width,0,0,2,0,0,1,0,0,0,0,0,0
300026861,Zemst,4.4707023,50.9903936,Zemst,AWV212,A0010002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-08-26,1156185,,single_carriageway,EW,local_access_road,public_road,surveyed,V0031,Afdeling Regio Centraal,663.11,30.230486773732917,3.0,True,tier2:dedicated_path_width,0,15,31,0,0,1,0,0,0,0,1,2
300026986,Herentals totem,4.811783,51.1739426,Herentals,AWV114,N0130002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-08-31,530009,Lierseweg,single_carriageway,EW,local_access_road,public_road,surveyed,13011,Stad Herentals,132.41,17.371062241680157,5.0,True,tier4:wegenregister_with_cycleway,2,8,14,0,0,0,0,0,0,0,0,3
300027064,Zaventem totem,4.4597084,50.8871216,Zaventem,AWV212,R0220001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-09-02,1193351,,cycleway_footpath,-9,not_applicable,public_road,surveyed,23047,Gemeente Machelen (Brab.),256.25,5.546044188013175,3.5,True,tier1:explicit_cycleway_width,0,5,34,0,2,4,0,2,6,0,0,5
300027129,Geel teller 2,4.9394789,51.1354992,Westerlo,AWV114,N0190112,Vlaamse Overheid A. Wegen enVerkeer,15,2022-09-06,1002675,,ramp_grade_separated,OW,,public_road,surveyed,AWV114,District Geel,205.02,14.433295241361293,6.0,True,tier4:wegenregister_with_cycleway,0,13,28,0,0,2,0,1,1,0,0,0
300027489,Deinze teller 2,3.55578,50.96018,Deinze,AWV411,N0350002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-09-21,1086582,Steenweg Deinze,divided_road_non_motorway,RW,,public_road,surveyed,AWV411,District Gent,122.14,16.3886129901224,7.0,True,tier4:wegenregister_with_cycleway,0,1,3,0,0,0,0,0,0,0,0,0
300027499,Deinze teller 1,3.555502,50.9598305,Nazareth,AWV411,N0350001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-09-21,1104667,,cycleway_footpath,-9,not_applicable,public_road,surveyed,44086,Gemeente Nazareth-De Pinte,363.8,3.03557692042866,,True,missing:has_cycleway_no_width,0,1,3,0,0,0,0,0,0,0,0,0
300027871,Aalter,3.4350591,51.1058367,Aalter,AWV413,N0440002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-01,897705,Knokkebaan,divided_road_non_motorway,VHW,,public_road,surveyed,AWV413,District Eeklo,636.07,2.548653206795912,1.0,True,tier2:dedicated_path_width,5,9,17,0,1,3,0,0,1,0,0,1
300027878,Melle teller 2,3.8040599,50.9986113,Melle,AWV411,N4650001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-01,592784,Geraardsbergsesteenweg,single_carriageway,OW,,public_road,surveyed,AWV411,District Gent,79.71,3.7994563521774434,6.0,True,tier4:wegenregister_with_cycleway,1,5,17,0,1,5,0,0,0,0,1,5
300027879,Melle teller 1,3.8040599,50.9986113,Melle,AWV411,N4650001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-01,592784,Geraardsbergsesteenweg,single_carriageway,OW,,public_road,surveyed,AWV411,District Gent,79.71,3.7994563521774434,6.0,True,tier4:wegenregister_with_cycleway,1,5,17,0,1,5,0,0,0,0,1,5
300027898,Gent teller 1,3.7681359,51.028049,Gent,AWV411,N0090002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-04,682327,Brusselsesteenweg,divided_road_non_motorway,OW,,public_road,surveyed,AWV411,District Gent,79.88,1.1719604618713144,8.0,True,tier4:wegenregister_with_cycleway,5,13,45,0,1,9,0,0,0,1,1,7
300027900,Gent teller 2,3.7683918,51.0281795,Gent,AWV411,N0090001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-04,1026874,Brusselsesteenweg,divided_road_non_motorway,OW,,public_road,surveyed,AWV411,District Gent,94.98,8.80095656516329,8.0,True,tier4:wegenregister_with_cycleway,4,13,45,0,1,9,0,0,0,1,1,7
300027919,Zele teller 1,4.0547741,51.0607671,Zele,AWV414,N0470002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-05,596842,Europalaan,divided_road_non_motorway,RW,,public_road,surveyed,AWV414,District St-Niklaas,98.4,6.222903183703311,2.0,True,tier2:dedicated_path_width,0,3,4,0,0,0,1,1,1,0,0,0
300027923,Zele teller 2,4.0556696,51.0604067,Zele,AWV414,N0470001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-05,1258121,Huivelde,single_carriageway,EW,local_access_road,public_road,surveyed,42028,Gemeente Zele,592.52,1.5266729877945788,2.0,True,tier2:dedicated_path_width,1,3,4,0,0,0,1,1,1,0,0,0
300027931,Dendermonde teller 2,4.1019222,51.0373918,Dendermonde,AWV415,N0470002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-05,572724,,divided_road_non_motorway,RW,,public_road,surveyed,AWV415,District Aalst,251.46,40.24048842384502,3.0,True,tier4:wegenregister_with_cycleway,3,5,61,0,0,10,0,0,1,0,0,3
300027960,Beveren teller 1,4.2362771,51.1964555,Beveren,AWV121,N4850001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-06,1050165,Zandstraat,divided_road_non_motorway,EW,local_access_road,public_road,surveyed,AWV121,District Antwerpen,83.04,9.256356768385972,6.0,True,tier4:wegenregister_with_cycleway,0,0,0,0,0,0,0,0,1,0,0,0
300027967,Beveren teller 2,4.2361077,51.1964712,Beveren,AWV121,N4850001,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-06,1050167,Zandstraat,divided_road_non_motorway,EW,local_access_road,public_road,surveyed,AWV121,District Antwerpen,83.23,1.9786390115852435,,True,missing:has_cycleway_no_width,0,0,0,0,0,0,0,0,1,0,0,0
300028325,Dendermonde totem,4.1025998,51.0372706,Dendermonde,AWV415,N0470002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-22,572724,,divided_road_non_motorway,RW,,public_road,surveyed,AWV415,District Aalst,251.46,4.378838101081895,0.8,True,tier3:shared_road_width_with_cycleway,2,5,67,0,0,10,0,0,1,0,0,3
300028358,Hamme totem,4.1469307,51.1017709,Hamme,AWV414,N0410002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-25,749856,,single_carriageway,RW,,public_road,surveyed,AWV414,District St-Niklaas,435.04,15.82303487618064,7.0,True,tier4:wegenregister_with_cycleway,11,18,34,0,0,4,0,0,1,0,0,5
300028385,Geel totem,4.9400421,51.1342966,Westerlo,AWV114,N0190161,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-26,1002676,,ramp_grade_separated,OW,,public_road,surveyed,AWV114,District Geel,199.35,9.03756161111647,4.0,True,tier4:wegenregister_with_cycleway,1,15,29,0,0,2,1,1,1,0,0,0
300028477,Lokeren teller 1,3.97023,51.09644,Lokeren,AWV414,N4070002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-29,639887,Hillarestraat,single_carriageway,OW,,public_road,surveyed,AWV414,District St-Niklaas,77.83,5.93539175354361,6.0,True,tier4:wegenregister_with_cycleway,0,2,7,0,0,0,0,0,0,0,0,0
300028478,Lokeren teller 2,3.97025,51.09612,Lokeren,AWV414,N4070002,Vlaamse Overheid A. Wegen enVerkeer,15,2022-10-29,639887,Hillarestraat,single_carriageway,OW,,public_road,surveyed,AWV414,District St-Niklaas,77.83,15.618037673862673,6.0,True,tier4:wegenregister_with_cycleway,0,2,8,0,0,0,0,0,0,0,0,0
300036858,Test site A support,3.9961071208376326,51.08342085,Lokeren,,,Vlaamse Overheid A. Wegen enVerkeer,0,2023-10-21,716732,Maesbossen,single_carriageway,EW,local_access_road,public_road,surveyed,46029,Stad Lokeren,328.38,34.00587671769514,7.0,True,tier4:wegenregister_with_cycleway,0,1,6,0,0,1,0,0,0,0,0,0
300030111,Nevele,3.558569,51.0276612,Deinze,AWV413,N4379021,Vlaamse Overheid A. Wegen enVerkeer,15,2023-01-25,940891,Damstraat,single_carriageway,IW,,public_road,surveyed,AWV413,District Eeklo,221.88,1.561057175927218,6.0,True,tier4:wegenregister_with_cycleway,0,4,18,0,0,1,0,0,0,0,1,2
300030471,Gierde lille,4.8298851,51.245445,Lille,AWV125,N1400002,Vlaamse Overheid A. Wegen enVerkeer,15,2023-02-15,1241846,Gierlebaan,single_carriageway,OW,,public_road,surveyed,AWV125,District Vosselaar,472.56,6.291073678216309,6.0,True,tier4:wegenregister_with_cycleway,1,4,15,0,0,3,0,0,0,0,0,2
300030472,Gierde Lille Totem,4.8297416,51.2453915,Lille,AWV125,N1400002,Vlaamse Overheid A. Wegen enVerkeer,15,2023-02-15,1241846,Gierlebaan,single_carriageway,OW,,public_road,surveyed,AWV125,District Vosselaar,472.56,4.12982617219482,6.0,True,tier4:wegenregister_with_cycleway,1,4,15,0,0,3,0,0,0,0,0,2
300030476,Retie,5.1037658,51.2548405,Dessel,AWV125,N0180002,Vlaamse Overheid A. Wegen enVerkeer,15,2023-02-15,373972,Turnhoutsebaan,single_carriageway,IW,,public_road,surveyed,AWV125,District Vosselaar,217.81,2.448597591482689,6.0,True,tier4:wegenregister_with_cycleway,0,1,4,0,0,0,0,0,0,0,0,0
300030477,Retie 2,5.1040064,51.2544998,Dessel,AWV125,N0180002,Vlaamse Overheid A. Wegen enVerkeer,15,2023-02-15,373972,Turnhoutsebaan,single_carriageway,IW,,public_road,surveyed,AWV125,District Vosselaar,217.81,14.53626847616983,6.0,True,tier4:wegenregister_with_cycleway,0,1,4,0,0,0,0,0,0,0,0,0
300030728,Gent R4,3.7587918,51.0876313,Gent,AWV411,R0040002,Vlaamse Overheid A. Wegen enVerkeer,15,2023-03-01,650412,Eikstraat,single_carriageway,EW,local_access_road,public_road,surveyed,44021,Stad Gent,39.94,12.23570098804334,8.0,True,tier4:wegenregister_with_cycleway,0,1,22,0,0,7,0,0,0,0,0,1
300031561,Hasselt-Kempische brug,5.3417576,50.9411605,Hasselt,AWV720,N0740002,Vlaamse Overheid A. Wegen enVerkeer,15,2023-04-19,1225480,,cycleway_footpath,-9,not_applicable,public_road,surveyed,AWV720,District Centraal Limburg,80.87,0.120443878027764,2.0,True,tier2:dedicated_path_width,3,16,73,0,4,20,0,0,1,0,1,5
300031574,Hasselt-Kempische brug,5.3422472,50.9405318,Hasselt,AWV720,N0740001,Vlaamse Overheid A. Wegen enVerkeer,15,2023-04-20,1225488,,cycleway_footpath,-9,not_applicable,public_road,surveyed,AWV720,District Centraal Limburg,434.1,5.822631465997059,2.0,True,tier2:dedicated_path_width,4,15,82,0,5,22,0,0,2,0,1,6
300031607,Houthalen-Helchteren,5.3819796,51.0644267,Houthalen-Helchteren,AWV717,N7150002,Vlaamse Overheid A. Wegen enVerkeer,15,2023-04-21,393857,Grote Baan,single_carriageway,VHW,,public_road,surveyed,AWV717,District West Limburg,110.21,67.71249776039863,6.0,True,tier4:wegenregister_with_cycleway,1,3,7,0,0,0,0,0,1,0,0,3
300031927,Hasselt ring,5.3438616,50.9300038,Hasselt,AWV720,R0700002,Vlaamse Overheid A. Wegen enVerkeer,15,2023-05-04,1153783,Guldensporenplein,single_carriageway,EW,local_access_road,public_road,surveyed,AWV720,District Centraal Limburg,80.95,0.7259690970058044,,True,missing:has_cycleway_no_width,9,138,270,5,13,35,0,6,11,2,6,16
300036881,TEST Validatie BRUGGE Y2H22022134,3.24095,51.22632,Brugge,AWV311,N3740002,Vlaamse Overheid A. Wegen enVerkeer,15,2023-10-24,965566,Jules van Praetstraat,single_carriageway,OW,,public_road,surveyed,AWV311,District Brugge,63.26,3.205234111187189,6.0,True,tier4:wegenregister_with_cycleway,0,6,25,0,0,4,0,1,3,0,1,3
100038932,Eco Display Classic Budastraat,3.26286,50.83066,Kortrijk,,,Kortrijk Fietst,15,2023-12-08,907139,Budastraat,single_carriageway,EW,local_access_road,public_road,surveyed,34022,Stad Kortrijk,136.64,4.768823027310785,2.0,True,tier2:dedicated_path_width,22,44,155,0,1,9,2,5,14,2,4,7
300038692,test leuven,4.7153726,50.875576,Leuven,AWV213,R0230002,Vlaamse Overheid A. Wegen enVerkeer,15,2024-01-12,135469,,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,180.25,6.312202427892093,2.0,True,tier1:explicit_cycleway_width,5,39,372,0,10,70,0,2,16,0,4,26
300052743,Overijse,4.4908759,50.7885856,District Vilvoorde-gewestwegen,Overijse,A0040002,Vlaamse Overheid A. Wegen en Verkeer,15,2025-05-22,764353,Esdoornenlaan,single_carriageway,EW,local_access_road,public_road,surveyed,23062,Gemeente Overijse,160.09,1.07540332297693,1.0,True,tier2:dedicated_path_width,4,7,29,0,0,2,0,0,1,0,1,2
300052800,Overijse 2,4.4902818,50.7881478,District Vilvoorde-gewestwegen,Overijse,A0040001,Vlaamse Overheid A. Wegen en Verkeer,15,2025-05-23,764353,Esdoornenlaan,single_carriageway,EW,local_access_road,public_road,surveyed,23062,Gemeente Overijse,160.09,5.199398813402052,1.0,True,tier2:dedicated_path_width,2,7,29,0,0,2,0,0,1,0,1,2
300059948,Overijse,4.4975769,50.7797555,District Vilvoorde-gewestwegen,Overijse,A0040001,Vlaamse Overheid A. Wegen en Verkeer,0,2025-08-22,434768,Vlierbeekberg,single_carriageway,EW,local_access_road,public_road,surveyed,23062,Gemeente Overijse,300.86,9.298893584659597,4.0,True,tier2:dedicated_path_width,0,0,24,0,0,0,0,1,1,0,0,2
300060140,Hoeilaart,4.44471001,50.76699493,District Leuven,Hoeilaart,N2750002,Vlaamse Overheid A. Wegen en Verkeer,0,2025-08-23,1112883,,single_carriageway,EW,local_access_road,private_road,surveyed,23033,Gemeente Hoeilaart,23.04,9.308103869835827,1.0,True,tier2:dedicated_path_width,0,0,0,0,0,0,0,2,2,0,0,0
300060264,Machelen,4.43356644,50.88297881,,,,Vlaamse Overheid A. Wegen en Verkeer,0,2025-08-28,1223012,Weg naar Sint-Stevens-Woluwe,cycleway_footpath,-9,not_applicable,public_road,surveyed,23047,Gemeente Machelen (Brab.),597.86,8.346564761085874,4.0,True,tier1:explicit_cycleway_width,0,0,5,0,0,1,0,4,9,0,0,1
300061690,Bertem,4.56136297,50.8687535,District Leuven,Kortenberg,A0030002,Vlaamse Overheid A. Wegen en Verkeer,15,2025-10-17,456628,,motorway,EHW,,public_road,surveyed,AWV213,District Leuven,4183.88,10.07730158461769,1.0,True,tier2:dedicated_path_width,0,0,0,0,0,0,0,0,0,0,0,0
300061739,Leuven,4.6854839,50.8690262,District Leuven,Leuven,N2640002,Vlaamse Overheid A. Wegen en Verkeer,0,2025-10-18,403035,Koning Boudewijnlaan,divided_road_non_motorway,IW,,public_road,surveyed,AWV213,District Leuven,819.71,6.182662904190627,1.5,True,tier1:explicit_cycleway_width,0,4,74,2,10,108,0,0,4,0,0,11
300062103,Opwijk,4.149169474840164,50.968901168564656,District Vilvoorde-gewestwegen,Opwijk,N0470002,Vlaamse Overheid A. Wegen en Verkeer,15,2025-10-31,200261,Leirekensroute,cycleway_footpath,-9,not_applicable,public_road,surveyed,23060,Gemeente Opwijk,432.57,3.4005262556934066,,True,missing:has_cycleway_no_width,0,0,1,0,1,1,0,0,0,0,0,1
