site_id,datehour,nb_knn5_lag1_mean,nb_knn5_lag1_max,nb_knn5_lag1_sum,nb_knn5_lag1_std,nb_r200m_lag1_mean,nb_r200m_lag1_max,nb_r200m_lag1_sum,nb_r200m_lag1_std,nb_r200m_count,nb_r5000m_lag1_mean,nb_r5000m_lag1_max,nb_r5000m_lag1_sum,nb_r5000m_lag1_std,nb_r5000m_count,nb_r10000m_lag1_mean,nb_r10000m_lag1_max,nb_r10000m_lag1_sum,nb_r10000m_lag1_std,nb_r10000m_count
2,8/25/2021 12:00,39,39,39,,39,39,39,,1,39,39,39,,1,39,39,39,,1
2,8/25/2021 13:00,37,37,37,,37,37,37,,1,37,37,37,,1,37,37,37,,1
2,8/25/2021 14:00,45,45,45,,45,45,45,,1,45,45,45,,1,45,45,45,,1
2,8/25/2021 15:00,67,67,67,,67,67,67,,1,67,67,67,,1,67,67,67,,1
2,8/25/2021 16:00,58,58,58,,58,58,58,,1,58,58,58,,1,58,58,58,,1
2,8/25/2021 17:00,93,93,93,,93,93,93,,1,93,93,93,,1,93,93,93,,1
2,8/25/2021 18:00,75,75,75,,75,75,75,,1,75,75,75,,1,75,75,75,,1
2,8/25/2021 19:00,58,58,58,,58,58,58,,1,58,58,58,,1,58,58,58,,1
2,8/25/2021 20:00,32,32,32,,32,32,32,,1,32,32,32,,1,32,32,32,,1
2,8/25/2021 21:00,20,20,20,,20,20,20,,1,20,20,20,,1,20,20,20,,1
2,8/25/2021 22:00,12,12,12,,12,12,12,,1,12,12,12,,1,12,12,12,,1
2,8/25/2021 23:00,24,24,24,,24,24,24,,1,24,24,24,,1,24,24,24,,1
2,8/26/2021 0:00,9,9,9,,9,9,9,,1,9,9,9,,1,9,9,9,,1
2,8/26/2021 1:00,7,7,7,,7,7,7,,1,7,7,7,,1,7,7,7,,1
2,8/26/2021 2:00,3,3,3,,3,3,3,,1,3,3,3,,1,3,3,3,,1
2,8/26/2021 3:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/26/2021 4:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,8/26/2021 5:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/26/2021 6:00,14,14,14,,14,14,14,,1,14,14,14,,1,14,14,14,,1
2,8/26/2021 7:00,12,12,12,,12,12,12,,1,12,12,12,,1,12,12,12,,1
2,8/26/2021 8:00,40,40,40,,40,40,40,,1,40,40,40,,1,40,40,40,,1
2,8/26/2021 9:00,46,46,46,,46,46,46,,1,46,46,46,,1,46,46,46,,1
2,8/26/2021 10:00,27,27,27,,27,27,27,,1,27,27,27,,1,27,27,27,,1
2,8/26/2021 11:00,14,14,14,,14,14,14,,1,14,14,14,,1,14,14,14,,1
2,8/26/2021 12:00,27,27,27,,27,27,27,,1,27,27,27,,1,27,27,27,,1
2,8/26/2021 13:00,25,25,25,,25,25,25,,1,25,25,25,,1,25,25,25,,1
2,8/26/2021 14:00,36,36,36,,36,36,36,,1,36,36,36,,1,36,36,36,,1
2,8/26/2021 15:00,31,31,31,,31,31,31,,1,31,31,31,,1,31,31,31,,1
2,8/26/2021 16:00,45,45,45,,45,45,45,,1,45,45,45,,1,45,45,45,,1
2,8/26/2021 17:00,69,69,69,,69,69,69,,1,69,69,69,,1,69,69,69,,1
2,8/26/2021 18:00,89,89,89,,89,89,89,,1,89,89,89,,1,89,89,89,,1
2,8/26/2021 19:00,46,46,46,,46,46,46,,1,46,46,46,,1,46,46,46,,1
2,8/26/2021 20:00,30,30,30,,30,30,30,,1,30,30,30,,1,30,30,30,,1
2,8/26/2021 21:00,26,26,26,,26,26,26,,1,26,26,26,,1,26,26,26,,1
2,8/26/2021 22:00,12,12,12,,12,12,12,,1,12,12,12,,1,12,12,12,,1
2,8/26/2021 23:00,11,11,11,,11,11,11,,1,11,11,11,,1,11,11,11,,1
2,8/27/2021 0:00,13,13,13,,13,13,13,,1,13,13,13,,1,13,13,13,,1
2,8/27/2021 1:00,15,15,15,,15,15,15,,1,15,15,15,,1,15,15,15,,1
2,8/27/2021 2:00,6,6,6,,6,6,6,,1,6,6,6,,1,6,6,6,,1
2,8/27/2021 3:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,8/27/2021 4:00,3,3,3,,3,3,3,,1,3,3,3,,1,3,3,3,,1
2,8/27/2021 5:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,8/27/2021 6:00,11,11,11,,11,11,11,,1,11,11,11,,1,11,11,11,,1
2,8/27/2021 7:00,13,13,13,,13,13,13,,1,13,13,13,,1,13,13,13,,1
2,8/27/2021 8:00,40,40,40,,40,40,40,,1,40,40,40,,1,40,40,40,,1
2,8/27/2021 9:00,48,48,48,,48,48,48,,1,48,48,48,,1,48,48,48,,1
2,8/27/2021 10:00,25,25,25,,25,25,25,,1,25,25,25,,1,25,25,25,,1
2,8/27/2021 11:00,29,29,29,,29,29,29,,1,29,29,29,,1,29,29,29,,1
2,8/27/2021 12:00,36,36,36,,36,36,36,,1,36,36,36,,1,36,36,36,,1
2,8/27/2021 13:00,42,42,42,,42,42,42,,1,42,42,42,,1,42,42,42,,1
2,8/27/2021 14:00,44,44,44,,44,44,44,,1,44,44,44,,1,44,44,44,,1
2,8/27/2021 15:00,37,37,37,,37,37,37,,1,37,37,37,,1,37,37,37,,1
2,8/27/2021 16:00,45,45,45,,45,45,45,,1,45,45,45,,1,45,45,45,,1
2,8/27/2021 17:00,84,84,84,,84,84,84,,1,84,84,84,,1,84,84,84,,1
2,8/27/2021 18:00,79,79,79,,79,79,79,,1,79,79,79,,1,79,79,79,,1
2,8/27/2021 19:00,40,40,40,,40,40,40,,1,40,40,40,,1,40,40,40,,1
2,8/27/2021 20:00,26,26,26,,26,26,26,,1,26,26,26,,1,26,26,26,,1
2,8/27/2021 21:00,32,32,32,,32,32,32,,1,32,32,32,,1,32,32,32,,1
2,8/27/2021 22:00,16,16,16,,16,16,16,,1,16,16,16,,1,16,16,16,,1
2,8/27/2021 23:00,19,19,19,,19,19,19,,1,19,19,19,,1,19,19,19,,1
2,8/28/2021 0:00,6,6,6,,6,6,6,,1,6,6,6,,1,6,6,6,,1
2,8/28/2021 1:00,14,14,14,,14,14,14,,1,14,14,14,,1,14,14,14,,1
2,8/28/2021 2:00,10,10,10,,10,10,10,,1,10,10,10,,1,10,10,10,,1
2,8/28/2021 3:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,8/28/2021 4:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/28/2021 5:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/28/2021 6:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,8/28/2021 7:00,6,6,6,,6,6,6,,1,6,6,6,,1,6,6,6,,1
2,8/28/2021 8:00,5,5,5,,5,5,5,,1,5,5,5,,1,5,5,5,,1
2,8/28/2021 9:00,14,14,14,,14,14,14,,1,14,14,14,,1,14,14,14,,1
2,8/28/2021 10:00,14,14,14,,14,14,14,,1,14,14,14,,1,14,14,14,,1
2,8/28/2021 11:00,18,18,18,,18,18,18,,1,18,18,18,,1,18,18,18,,1
2,8/28/2021 12:00,31,31,31,,31,31,31,,1,31,31,31,,1,31,31,31,,1
2,8/28/2021 13:00,27,27,27,,27,27,27,,1,27,27,27,,1,27,27,27,,1
2,8/28/2021 14:00,32,32,32,,32,32,32,,1,32,32,32,,1,32,32,32,,1
2,8/28/2021 15:00,32,32,32,,32,32,32,,1,32,32,32,,1,32,32,32,,1
2,8/28/2021 16:00,53,53,53,,53,53,53,,1,53,53,53,,1,53,53,53,,1
2,8/28/2021 17:00,39,39,39,,39,39,39,,1,39,39,39,,1,39,39,39,,1
2,8/28/2021 18:00,33,33,33,,33,33,33,,1,33,33,33,,1,33,33,33,,1
2,8/28/2021 19:00,19,19,19,,19,19,19,,1,19,19,19,,1,19,19,19,,1
2,8/28/2021 20:00,18,18,18,,18,18,18,,1,18,18,18,,1,18,18,18,,1
2,8/28/2021 21:00,25,25,25,,25,25,25,,1,25,25,25,,1,25,25,25,,1
2,8/28/2021 22:00,20,20,20,,20,20,20,,1,20,20,20,,1,20,20,20,,1
2,8/28/2021 23:00,18,18,18,,18,18,18,,1,18,18,18,,1,18,18,18,,1
2,8/29/2021 0:00,17,17,17,,17,17,17,,1,17,17,17,,1,17,17,17,,1
2,8/29/2021 1:00,6,6,6,,6,6,6,,1,6,6,6,,1,6,6,6,,1
2,8/29/2021 2:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,8/29/2021 3:00,3,3,3,,3,3,3,,1,3,3,3,,1,3,3,3,,1
2,8/29/2021 4:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/29/2021 5:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/29/2021 6:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/29/2021 7:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,8/29/2021 8:00,5,5,5,,5,5,5,,1,5,5,5,,1,5,5,5,,1
2,8/29/2021 9:00,11,11,11,,11,11,11,,1,11,11,11,,1,11,11,11,,1
2,8/29/2021 10:00,12,12,12,,12,12,12,,1,12,12,12,,1,12,12,12,,1
2,8/29/2021 11:00,25,25,25,,25,25,25,,1,25,25,25,,1,25,25,25,,1
2,8/29/2021 12:00,28,28,28,,28,28,28,,1,28,28,28,,1,28,28,28,,1
2,8/29/2021 13:00,26,26,26,,26,26,26,,1,26,26,26,,1,26,26,26,,1
2,8/29/2021 14:00,18,18,18,,18,18,18,,1,18,18,18,,1,18,18,18,,1
2,8/29/2021 15:00,16,16,16,,16,16,16,,1,16,16,16,,1,16,16,16,,1
2,8/29/2021 16:00,18,18,18,,18,18,18,,1,18,18,18,,1,18,18,18,,1
2,8/29/2021 17:00,16,16,16,,16,16,16,,1,16,16,16,,1,16,16,16,,1
2,8/29/2021 18:00,15,15,15,,15,15,15,,1,15,15,15,,1,15,15,15,,1
2,8/29/2021 19:00,12,12,12,,12,12,12,,1,12,12,12,,1,12,12,12,,1
2,8/29/2021 20:00,12,12,12,,12,12,12,,1,12,12,12,,1,12,12,12,,1
2,8/29/2021 21:00,15,15,15,,15,15,15,,1,15,15,15,,1,15,15,15,,1
2,8/29/2021 22:00,6,6,6,,6,6,6,,1,6,6,6,,1,6,6,6,,1
2,8/29/2021 23:00,11,11,11,,11,11,11,,1,11,11,11,,1,11,11,11,,1
2,8/30/2021 0:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,8/30/2021 1:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,8/30/2021 2:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,8/30/2021 3:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/30/2021 4:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/30/2021 5:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/30/2021 6:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/30/2021 7:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/30/2021 8:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/30/2021 9:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/30/2021 10:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/30/2021 11:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/30/2021 12:00,6,6,6,,6,6,6,,1,6,6,6,,1,6,6,6,,1
2,8/30/2021 13:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,8/30/2021 14:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/30/2021 15:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/30/2021 16:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,8/30/2021 17:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,8/30/2021 18:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/30/2021 19:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/30/2021 20:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,8/30/2021 21:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/30/2021 22:00,3,3,3,,3,3,3,,1,3,3,3,,1,3,3,3,,1
2,8/30/2021 23:00,21,21,21,,21,21,21,,1,21,21,21,,1,21,21,21,,1
2,8/31/2021 0:00,20,20,20,,20,20,20,,1,20,20,20,,1,20,20,20,,1
2,8/31/2021 1:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,8/31/2021 2:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,8/31/2021 3:00,3,3,3,,3,3,3,,1,3,3,3,,1,3,3,3,,1
2,8/31/2021 4:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,8/31/2021 5:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,8/31/2021 6:00,11,11,11,,11,11,11,,1,11,11,11,,1,11,11,11,,1
2,8/31/2021 7:00,17,17,17,,17,17,17,,1,17,17,17,,1,17,17,17,,1
2,8/31/2021 8:00,40,40,40,,40,40,40,,1,40,40,40,,1,40,40,40,,1
2,8/31/2021 9:00,48,48,48,,48,48,48,,1,48,48,48,,1,48,48,48,,1
2,8/31/2021 10:00,39,39,39,,39,39,39,,1,39,39,39,,1,39,39,39,,1
2,8/31/2021 11:00,23,23,23,,23,23,23,,1,23,23,23,,1,23,23,23,,1
2,8/31/2021 12:00,35,35,35,,35,35,35,,1,35,35,35,,1,35,35,35,,1
2,8/31/2021 13:00,40,40,40,,40,40,40,,1,40,40,40,,1,40,40,40,,1
2,8/31/2021 14:00,48,48,48,,48,48,48,,1,48,48,48,,1,48,48,48,,1
2,8/31/2021 15:00,46,46,46,,46,46,46,,1,46,46,46,,1,46,46,46,,1
2,8/31/2021 16:00,77,77,77,,77,77,77,,1,77,77,77,,1,77,77,77,,1
2,8/31/2021 17:00,96,96,96,,96,96,96,,1,96,96,96,,1,96,96,96,,1
2,8/31/2021 18:00,98,98,98,,98,98,98,,1,98,98,98,,1,98,98,98,,1
2,8/31/2021 19:00,58,58,58,,58,58,58,,1,58,58,58,,1,58,58,58,,1
2,8/31/2021 20:00,33,33,33,,33,33,33,,1,33,33,33,,1,33,33,33,,1
2,8/31/2021 21:00,22,22,22,,22,22,22,,1,22,22,22,,1,22,22,22,,1
2,8/31/2021 22:00,18,18,18,,18,18,18,,1,18,18,18,,1,18,18,18,,1
2,8/31/2021 23:00,8,8,8,,8,8,8,,1,8,8,8,,1,8,8,8,,1
2,9/1/2021 0:00,7,7,7,,7,7,7,,1,7,7,7,,1,7,7,7,,1
2,9/1/2021 1:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,9/1/2021 2:00,3,3,3,,3,3,3,,1,3,3,3,,1,3,3,3,,1
2,9/1/2021 3:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,9/1/2021 4:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,9/1/2021 5:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,9/1/2021 6:00,12,12,12,,12,12,12,,1,12,12,12,,1,12,12,12,,1
2,9/1/2021 7:00,16,16,16,,16,16,16,,1,16,16,16,,1,16,16,16,,1
2,9/1/2021 8:00,82,82,82,,82,82,82,,1,82,82,82,,1,82,82,82,,1
2,9/1/2021 9:00,70,70,70,,70,70,70,,1,70,70,70,,1,70,70,70,,1
2,9/1/2021 10:00,46,46,46,,46,46,46,,1,46,46,46,,1,46,46,46,,1
2,9/1/2021 11:00,32,32,32,,32,32,32,,1,32,32,32,,1,32,32,32,,1
2,9/1/2021 12:00,57,57,57,,57,57,57,,1,57,57,57,,1,57,57,57,,1
2,9/1/2021 13:00,129,129,129,,129,129,129,,1,129,129,129,,1,129,129,129,,1
2,9/1/2021 14:00,76,76,76,,76,76,76,,1,76,76,76,,1,76,76,76,,1
2,9/1/2021 15:00,63,63,63,,63,63,63,,1,63,63,63,,1,63,63,63,,1
2,9/1/2021 16:00,73,73,73,,73,73,73,,1,73,73,73,,1,73,73,73,,1
2,9/1/2021 17:00,76,76,76,,76,76,76,,1,76,76,76,,1,76,76,76,,1
2,9/1/2021 18:00,71,71,71,,71,71,71,,1,71,71,71,,1,71,71,71,,1
2,9/1/2021 19:00,49,49,49,,49,49,49,,1,49,49,49,,1,49,49,49,,1
2,9/1/2021 20:00,34,34,34,,34,34,34,,1,34,34,34,,1,34,34,34,,1
2,9/1/2021 21:00,17,17,17,,17,17,17,,1,17,17,17,,1,17,17,17,,1
2,9/1/2021 22:00,14,14,14,,14,14,14,,1,14,14,14,,1,14,14,14,,1
2,9/1/2021 23:00,20,20,20,,20,20,20,,1,20,20,20,,1,20,20,20,,1
2,9/2/2021 0:00,7,7,7,,7,7,7,,1,7,7,7,,1,7,7,7,,1
2,9/2/2021 1:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,9/2/2021 2:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,9/2/2021 3:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,9/2/2021 4:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,9/2/2021 5:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,9/2/2021 6:00,13,13,13,,13,13,13,,1,13,13,13,,1,13,13,13,,1
2,9/2/2021 7:00,18,18,18,,18,18,18,,1,18,18,18,,1,18,18,18,,1
2,9/2/2021 8:00,138,138,138,,138,138,138,,1,138,138,138,,1,138,138,138,,1
2,9/2/2021 9:00,67,67,67,,67,67,67,,1,67,67,67,,1,67,67,67,,1
2,9/2/2021 10:00,32,32,32,,32,32,32,,1,32,32,32,,1,32,32,32,,1
2,9/2/2021 11:00,25,25,25,,25,25,25,,1,25,25,25,,1,25,25,25,,1
2,9/2/2021 12:00,33,33,33,,33,33,33,,1,33,33,33,,1,33,33,33,,1
2,9/2/2021 13:00,43,43,43,,43,43,43,,1,43,43,43,,1,43,43,43,,1
2,9/2/2021 14:00,48,48,48,,48,48,48,,1,48,48,48,,1,48,48,48,,1
2,9/2/2021 15:00,48,48,48,,48,48,48,,1,48,48,48,,1,48,48,48,,1
2,9/2/2021 16:00,79,79,79,,79,79,79,,1,79,79,79,,1,79,79,79,,1
2,9/2/2021 17:00,195,195,195,,195,195,195,,1,195,195,195,,1,195,195,195,,1
2,9/2/2021 18:00,114,114,114,,114,114,114,,1,114,114,114,,1,114,114,114,,1
2,9/2/2021 19:00,72,72,72,,72,72,72,,1,72,72,72,,1,72,72,72,,1
2,9/2/2021 20:00,44,44,44,,44,44,44,,1,44,44,44,,1,44,44,44,,1
2,9/2/2021 21:00,21,21,21,,21,21,21,,1,21,21,21,,1,21,21,21,,1
2,9/2/2021 22:00,30,30,30,,30,30,30,,1,30,30,30,,1,30,30,30,,1
2,9/2/2021 23:00,19,19,19,,19,19,19,,1,19,19,19,,1,19,19,19,,1
2,9/3/2021 0:00,14,14,14,,14,14,14,,1,14,14,14,,1,14,14,14,,1
2,9/3/2021 1:00,13,13,13,,13,13,13,,1,13,13,13,,1,13,13,13,,1
2,9/3/2021 2:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,9/3/2021 3:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,9/3/2021 4:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,9/3/2021 5:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,9/3/2021 6:00,11,11,11,,11,11,11,,1,11,11,11,,1,11,11,11,,1
2,9/3/2021 7:00,15,15,15,,15,15,15,,1,15,15,15,,1,15,15,15,,1
2,9/3/2021 8:00,104,104,104,,104,104,104,,1,104,104,104,,1,104,104,104,,1
2,9/3/2021 9:00,72,72,72,,72,72,72,,1,72,72,72,,1,72,72,72,,1
2,9/3/2021 10:00,27,27,27,,27,27,27,,1,27,27,27,,1,27,27,27,,1
2,9/3/2021 11:00,21,21,21,,21,21,21,,1,21,21,21,,1,21,21,21,,1
2,9/3/2021 12:00,43,43,43,,43,43,43,,1,43,43,43,,1,43,43,43,,1
2,9/3/2021 13:00,50,50,50,,50,50,50,,1,50,50,50,,1,50,50,50,,1
2,9/3/2021 14:00,52,52,52,,52,52,52,,1,52,52,52,,1,52,52,52,,1
2,9/3/2021 15:00,50,50,50,,50,50,50,,1,50,50,50,,1,50,50,50,,1
2,9/3/2021 16:00,108,108,108,,108,108,108,,1,108,108,108,,1,108,108,108,,1
2,9/3/2021 17:00,192,192,192,,192,192,192,,1,192,192,192,,1,192,192,192,,1
2,9/3/2021 18:00,120,120,120,,120,120,120,,1,120,120,120,,1,120,120,120,,1
2,9/3/2021 19:00,48,48,48,,48,48,48,,1,48,48,48,,1,48,48,48,,1
2,9/3/2021 20:00,44,44,44,,44,44,44,,1,44,44,44,,1,44,44,44,,1
2,9/3/2021 21:00,39,39,39,,39,39,39,,1,39,39,39,,1,39,39,39,,1
2,9/3/2021 22:00,33,33,33,,33,33,33,,1,33,33,33,,1,33,33,33,,1
2,9/3/2021 23:00,20,20,20,,20,20,20,,1,20,20,20,,1,20,20,20,,1
2,9/4/2021 0:00,17,17,17,,17,17,17,,1,17,17,17,,1,17,17,17,,1
2,9/4/2021 1:00,6,6,6,,6,6,6,,1,6,6,6,,1,6,6,6,,1
2,9/4/2021 2:00,11,11,11,,11,11,11,,1,11,11,11,,1,11,11,11,,1
2,9/4/2021 3:00,6,6,6,,6,6,6,,1,6,6,6,,1,6,6,6,,1
2,9/4/2021 4:00,3,3,3,,3,3,3,,1,3,3,3,,1,3,3,3,,1
2,9/4/2021 5:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,9/4/2021 6:00,7,7,7,,7,7,7,,1,7,7,7,,1,7,7,7,,1
2,9/4/2021 7:00,5,5,5,,5,5,5,,1,5,5,5,,1,5,5,5,,1
2,9/4/2021 8:00,8,8,8,,8,8,8,,1,8,8,8,,1,8,8,8,,1
2,9/4/2021 9:00,20,20,20,,20,20,20,,1,20,20,20,,1,20,20,20,,1
2,9/4/2021 10:00,23,23,23,,23,23,23,,1,23,23,23,,1,23,23,23,,1
2,9/4/2021 11:00,29,29,29,,29,29,29,,1,29,29,29,,1,29,29,29,,1
2,9/4/2021 12:00,33,33,33,,33,33,33,,1,33,33,33,,1,33,33,33,,1
2,9/4/2021 13:00,39,39,39,,39,39,39,,1,39,39,39,,1,39,39,39,,1
2,9/4/2021 14:00,57,57,57,,57,57,57,,1,57,57,57,,1,57,57,57,,1
2,9/4/2021 15:00,58,58,58,,58,58,58,,1,58,58,58,,1,58,58,58,,1
2,9/4/2021 16:00,94,94,94,,94,94,94,,1,94,94,94,,1,94,94,94,,1
2,9/4/2021 17:00,75,75,75,,75,75,75,,1,75,75,75,,1,75,75,75,,1
2,9/4/2021 18:00,67,67,67,,67,67,67,,1,67,67,67,,1,67,67,67,,1
2,9/4/2021 19:00,35,35,35,,35,35,35,,1,35,35,35,,1,35,35,35,,1
2,9/4/2021 20:00,30,30,30,,30,30,30,,1,30,30,30,,1,30,30,30,,1
2,9/4/2021 21:00,16,16,16,,16,16,16,,1,16,16,16,,1,16,16,16,,1
2,9/4/2021 22:00,17,17,17,,17,17,17,,1,17,17,17,,1,17,17,17,,1
2,9/4/2021 23:00,8,8,8,,8,8,8,,1,8,8,8,,1,8,8,8,,1
2,9/5/2021 0:00,16,16,16,,16,16,16,,1,16,16,16,,1,16,16,16,,1
2,9/5/2021 1:00,14,14,14,,14,14,14,,1,14,14,14,,1,14,14,14,,1
2,9/5/2021 2:00,5,5,5,,5,5,5,,1,5,5,5,,1,5,5,5,,1
2,9/5/2021 3:00,5,5,5,,5,5,5,,1,5,5,5,,1,5,5,5,,1
2,9/5/2021 4:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,9/5/2021 5:00,0,0,0,,0,0,0,,1,0,0,0,,1,0,0,0,,1
2,9/5/2021 6:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,9/5/2021 7:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,9/5/2021 8:00,3,3,3,,3,3,3,,1,3,3,3,,1,3,3,3,,1
2,9/5/2021 9:00,12,12,12,,12,12,12,,1,12,12,12,,1,12,12,12,,1
2,9/5/2021 10:00,20,20,20,,20,20,20,,1,20,20,20,,1,20,20,20,,1
2,9/5/2021 11:00,20,20,20,,20,20,20,,1,20,20,20,,1,20,20,20,,1
2,9/5/2021 12:00,34,34,34,,34,34,34,,1,34,34,34,,1,34,34,34,,1
2,9/5/2021 13:00,40,40,40,,40,40,40,,1,40,40,40,,1,40,40,40,,1
2,9/5/2021 14:00,63,63,63,,63,63,63,,1,63,63,63,,1,63,63,63,,1
2,9/5/2021 15:00,60,60,60,,60,60,60,,1,60,60,60,,1,60,60,60,,1
2,9/5/2021 16:00,58,58,58,,58,58,58,,1,58,58,58,,1,58,58,58,,1
2,9/5/2021 17:00,35,35,35,,35,35,35,,1,35,35,35,,1,35,35,35,,1
2,9/5/2021 18:00,42,42,42,,42,42,42,,1,42,42,42,,1,42,42,42,,1
2,9/5/2021 19:00,32,32,32,,32,32,32,,1,32,32,32,,1,32,32,32,,1
2,9/5/2021 20:00,16,16,16,,16,16,16,,1,16,16,16,,1,16,16,16,,1
2,9/5/2021 21:00,13,13,13,,13,13,13,,1,13,13,13,,1,13,13,13,,1
2,9/5/2021 22:00,15,15,15,,15,15,15,,1,15,15,15,,1,15,15,15,,1
2,9/5/2021 23:00,5,5,5,,5,5,5,,1,5,5,5,,1,5,5,5,,1
2,9/6/2021 0:00,11,11,11,,11,11,11,,1,11,11,11,,1,11,11,11,,1
2,9/6/2021 1:00,4,4,4,,4,4,4,,1,4,4,4,,1,4,4,4,,1
2,9/6/2021 2:00,3,3,3,,3,3,3,,1,3,3,3,,1,3,3,3,,1
2,9/6/2021 3:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,9/6/2021 4:00,2,2,2,,2,2,2,,1,2,2,2,,1,2,2,2,,1
2,9/6/2021 5:00,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,,1
2,9/6/2021 6:00,9,9,9,,9,9,9,,1,9,9,9,,1,9,9,9,,1
2,9/6/2021 7:00,13,13,13,,13,13,13,,1,13,13,13,,1,13,13,13,,1
2,9/6/2021 8:00,114,114,114,,114,114,114,,1,114,114,114,,1,114,114,114,,1
2,9/6/2021 9:00,68,68,68,,68,68,68,,1,68,68,68,,1,68,68,68,,1
2,9/6/2021 10:00,22,22,22,,22,22,22,,1,22,22,22,,1,22,22,22,,1
2,9/6/2021 11:00,24,24,24,,24,24,24,,1,24,24,24,,1,24,24,24,,1
2,9/6/2021 12:00,49,49,49,,49,49,49,,1,49,49,49,,1,49,49,49,,1
2,9/6/2021 13:00,43,43,43,,43,43,43,,1,43,43,43,,1,43,43,43,,1
2,9/6/2021 14:00,62,62,62,,62,62,62,,1,62,62,62,,1,62,62,62,,1
2,9/6/2021 15:00,46,46,46,,46,46,46,,1,46,46,46,,1,46,46,46,,1
