site_id,site_location,site_lat,site_lon,site_district,direction_in,direction_out,route_id,route_short_name,route_long_name,route_type,route_type_name,route_url,nearest_stop_id,nearest_stop_name,nearest_stop_lat,nearest_stop_lon,distance_km
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,28020,802,Aalst - Ede - Haaltert - Heldergem - Woubrechtegem,3,Bus,https://www.delijn.be/nl/lijnen/2802/?richtingCode=0,207063,Nieuwerkerken Odisee,50.93141,4.02213,0.613
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,28030,803,Aalst - Ede - Kerksken Stichelen,3,Bus,https://www.delijn.be/nl/lijnen/2803/?richtingCode=0,207063,Nieuwerkerken Odisee,50.93141,4.02213,0.613
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,28040,804,Aalst - Mere - Burst - Heldergem,3,Bus,https://www.delijn.be/nl/lijnen/2804/?richtingCode=0,207063,Nieuwerkerken Odisee,50.93141,4.02213,0.613
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,28751,87,Geraardsbergen - Aspelare - Haaltert - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2875/?richtingCode=1,206063,Nieuwerkerken Odisee,50.9313,4.02206,0.615
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,28071,80,Heldergem - Aaigem - Mere - Ede - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2807/?richtingCode=1,206063,Nieuwerkerken Odisee,50.9313,4.02206,0.615
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,28021,802,Woubrechtegem - Heldergem - Haaltert - Ede - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2802/?richtingCode=1,206063,Nieuwerkerken Odisee,50.9313,4.02206,0.615
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,28041,804,Heldergem - Burst - Mere - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2804/?richtingCode=1,206063,Nieuwerkerken Odisee,50.9313,4.02206,0.615
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,28031,803,Kerksken Stichelen - Ede - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2803/?richtingCode=1,206063,Nieuwerkerken Odisee,50.9313,4.02206,0.615
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22090,209,Massemen - Oordegem - Impe - Erpe Vijfhuizen - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2209/?richtingCode=0,206522,Aalst Welvaartstraat,50.93913,4.0194,0.627
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22540,254,Uitbergen - Lede - Erpe Vijfhuizen - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2254/?richtingCode=0,206522,Aalst Welvaartstraat,50.93913,4.0194,0.627
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22521,252,Zottegem - Hillegem - Borsbeke - Vlekkem - Erpe - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2252/?richtingCode=1,206522,Aalst Welvaartstraat,50.93913,4.0194,0.627
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22050,20,Gent Sint-Pieters - Melle - Oordegem -Erpe Vijfhuizen -Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2205/?richtingCode=0,206522,Aalst Welvaartstraat,50.93913,4.0194,0.627
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22531,253,Herzele - Ressegem - Erpe - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2253/?richtingCode=1,206522,Aalst Welvaartstraat,50.93913,4.0194,0.627
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22571,25,Zottegem - Herzele - Houtem - Burst - Erpe - Aalst,3,Bus,https://www.delijn.be/nl/lijnen/2257/?richtingCode=1,206522,Aalst Welvaartstraat,50.93913,4.0194,0.627
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22520,252,Aalst - Erpe - Vlekkem - Borsbeke - Hillegem - Zottegem,3,Bus,https://www.delijn.be/nl/lijnen/2252/?richtingCode=0,217522,Aalst Welvaartstraat,50.93928,4.01941,0.641
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22530,253,Aalst - Erpe - Ressegem - Herzele,3,Bus,https://www.delijn.be/nl/lijnen/2253/?richtingCode=0,217522,Aalst Welvaartstraat,50.93928,4.01941,0.641
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22570,25,Aalst - Erpe - Burst - Houtem - Herzele - Zottegem,3,Bus,https://www.delijn.be/nl/lijnen/2257/?richtingCode=0,217522,Aalst Welvaartstraat,50.93928,4.01941,0.641
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22051,20,Aalst -Erpe Vijfhuizen -Oordegem -Melle - Gent Sint-Pieters,3,Bus,https://www.delijn.be/nl/lijnen/2205/?richtingCode=1,217522,Aalst Welvaartstraat,50.93928,4.01941,0.641
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22091,209,Aalst - Erpe Vijfhuizen - Impe - Oordegem - Massemen,3,Bus,https://www.delijn.be/nl/lijnen/2209/?richtingCode=1,217522,Aalst Welvaartstraat,50.93928,4.01941,0.641
19,Aalst 1,50.93433,4.01471,Aalst,Aalst 1 fietser aalst / Aalst 1 fietser Aalst,Aalst 1 fietser erpe mere / Aalst 1 fietser Erpe Mere,22541,254,Aalst - Erpe Vijfhuizen - Lede - Uitbergen,3,Bus,https://www.delijn.be/nl/lijnen/2254/?richtingCode=1,217522,Aalst Welvaartstraat,50.93928,4.01941,0.641
20,Brugge,51.17416,3.20048,Brugge,Brugge Fietsers rich Brugge,Brugge Fietsers rich Loppem,52200,2,Kinepolis - Station - Centrum - Coiseaukaai,3,Bus,https://www.delijn.be/nl/lijnen/5220/?richtingCode=0,500120,Sint-Michiels Kinepolis,51.17911,3.20263,0.57
20,Brugge,51.17416,3.20048,Brugge,Brugge Fietsers rich Brugge,Brugge Fietsers rich Loppem,52201,2,Coiseaukaai - Centrum - Station - Kinepolis,3,Bus,https://www.delijn.be/nl/lijnen/5220/?richtingCode=1,500120,Sint-Michiels Kinepolis,51.17911,3.20263,0.57
20,Brugge,51.17416,3.20048,Brugge,Brugge Fietsers rich Brugge,Brugge Fietsers rich Loppem,57070,70a,Brugge - Loppem - Zedelgem - Aartrijke - Torhout,3,Bus,https://www.delijn.be/nl/lijnen/5707/?richtingCode=0,512466,Sint-Michiels Stokvelde,51.17484,3.21008,0.674
20,Brugge,51.17416,3.20048,Brugge,Brugge Fietsers rich Brugge,Brugge Fietsers rich Loppem,57080,70b,Brugge - Loppem - Zedelgem - Veldegem - Torhout,3,Bus,https://www.delijn.be/nl/lijnen/5708/?richtingCode=0,512466,Sint-Michiels Stokvelde,51.17484,3.21008,0.674
20,Brugge,51.17416,3.20048,Brugge,Brugge Fietsers rich Brugge,Brugge Fietsers rich Loppem,57030,703,Brugge - Loppem - Zedelgem - Aartrijke - Koekelare - Leke,3,Bus,https://www.delijn.be/nl/lijnen/5703/?richtingCode=0,512466,Sint-Michiels Stokvelde,51.17484,3.21008,0.674
20,Brugge,51.17416,3.20048,Brugge,Brugge Fietsers rich Brugge,Brugge Fietsers rich Loppem,57071,70a,Torhout - Aartrijke - Zedelgem - Loppem - Brugge,3,Bus,https://www.delijn.be/nl/lijnen/5707/?richtingCode=1,517466,Sint-Michiels Stokvelde,51.17382,3.21056,0.704
20,Brugge,51.17416,3.20048,Brugge,Brugge Fietsers rich Brugge,Brugge Fietsers rich Loppem,57031,703,Leke - Koekelare - Aartrijke - Zedelgem - Loppem - Brugge,3,Bus,https://www.delijn.be/nl/lijnen/5703/?richtingCode=1,517466,Sint-Michiels Stokvelde,51.17382,3.21056,0.704
20,Brugge,51.17416,3.20048,Brugge,Brugge Fietsers rich Brugge,Brugge Fietsers rich Loppem,57081,70b,Torhout - Veldegem - Zedelgem - Loppem - Brugge,3,Bus,https://www.delijn.be/nl/lijnen/5708/?richtingCode=1,517466,Sint-Michiels Stokvelde,51.17382,3.21056,0.704
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41070,107,Tongeren - Genk,3,Bus,https://www.delijn.be/nl/lijnen/4107/?richtingCode=0,400703,Bilzen Autosnelweg,50.86155,5.50292,0.181
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41081,108,Hoeselt - Wiemesmeer,3,Bus,https://www.delijn.be/nl/lijnen/4108/?richtingCode=1,400703,Bilzen Autosnelweg,50.86155,5.50292,0.181
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41031,103,Tongeren - Bilzen,3,Bus,https://www.delijn.be/nl/lijnen/4103/?richtingCode=1,400703,Bilzen Autosnelweg,50.86155,5.50292,0.181
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41091,109,Tongeren - Genk,3,Bus,https://www.delijn.be/nl/lijnen/4109/?richtingCode=1,400703,Bilzen Autosnelweg,50.86155,5.50292,0.181
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41060,106,Tongeren - Bilzen,3,Bus,https://www.delijn.be/nl/lijnen/4106/?richtingCode=0,400703,Bilzen Autosnelweg,50.86155,5.50292,0.181
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41001,10,Tongeren - Genk,3,Bus,https://www.delijn.be/nl/lijnen/4100/?richtingCode=1,400703,Bilzen Autosnelweg,50.86155,5.50292,0.181
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41150,105,Tongeren - Bilzen,3,Bus,https://www.delijn.be/nl/lijnen/4115/?richtingCode=0,400703,Bilzen Autosnelweg,50.86155,5.50292,0.181
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41071,107,Genk - Tongeren,3,Bus,https://www.delijn.be/nl/lijnen/4107/?richtingCode=1,400702,Bilzen Autosnelweg,50.861634,5.502738,0.183
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41090,109,Genk - Tongeren,3,Bus,https://www.delijn.be/nl/lijnen/4109/?richtingCode=0,400702,Bilzen Autosnelweg,50.861634,5.502738,0.183
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41151,105,Bilzen - Tongeren,3,Bus,https://www.delijn.be/nl/lijnen/4115/?richtingCode=1,400702,Bilzen Autosnelweg,50.861634,5.502738,0.183
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41000,10,Genk - Tongeren,3,Bus,https://www.delijn.be/nl/lijnen/4100/?richtingCode=0,400702,Bilzen Autosnelweg,50.861634,5.502738,0.183
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41061,106,Bilzen - Tongeren,3,Bus,https://www.delijn.be/nl/lijnen/4106/?richtingCode=1,400702,Bilzen Autosnelweg,50.861634,5.502738,0.183
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41030,103,Bilzen - Tongeren,3,Bus,https://www.delijn.be/nl/lijnen/4103/?richtingCode=0,400702,Bilzen Autosnelweg,50.861634,5.502738,0.183
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,41080,108,Wiemesmeer - Hoeselt,3,Bus,https://www.delijn.be/nl/lijnen/4108/?richtingCode=0,400702,Bilzen Autosnelweg,50.861634,5.502738,0.183
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,42071,207,Hasselt - Bilzen,3,Bus,https://www.delijn.be/nl/lijnen/4207/?richtingCode=1,400804,Merem Meremweg,50.86744,5.50349,0.821
21,Bilzen,50.86015,5.50161,Bilzen,Bilzen Fietsers rich. Hoeselt,Bilzen Fietsers rich. Bilzen,42070,207,Bilzen - Hasselt,3,Bus,https://www.delijn.be/nl/lijnen/4207/?richtingCode=0,400805,Merem Meremweg,50.86749,5.50342,0.826
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35401,540,Tienen - Bunsbeek - Kapellen - Bekkevoort,3,Bus,https://www.delijn.be/nl/lijnen/3540/?richtingCode=1,308904,Tienen Houtemstraat,50.81422,4.9354,0.109
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36691,669,Snelbus Tienen - Glabbeek - Bekkevoort - Diest,3,Bus,https://www.delijn.be/nl/lijnen/3669/?richtingCode=1,308904,Tienen Houtemstraat,50.81422,4.9354,0.109
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35891,589,Tienen - Meensel-Kiezegem - Tielt-Winge,3,Bus,https://www.delijn.be/nl/lijnen/3589/?richtingCode=1,308904,Tienen Houtemstraat,50.81422,4.9354,0.109
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,30641,64,Tienen - Glabbeek - Tielt-Winge - Aarschot,3,Bus,https://www.delijn.be/nl/lijnen/3064/?richtingCode=1,308904,Tienen Houtemstraat,50.81422,4.9354,0.109
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36391,639,Tienen - Kortenaken,3,Bus,https://www.delijn.be/nl/lijnen/3639/?richtingCode=1,308904,Tienen Houtemstraat,50.81422,4.9354,0.109
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35890,589,Tielt-Winge - Meensel-Kiezegem - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3589/?richtingCode=0,308905,Tienen Houtemstraat,50.81448,4.93527,0.14
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,30640,64,Aarschot - Tielt-Winge - Glabbeek - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3064/?richtingCode=0,308905,Tienen Houtemstraat,50.81448,4.93527,0.14
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35400,540,Bekkevoort - Kapellen - Bunsbeek - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3540/?richtingCode=0,308905,Tienen Houtemstraat,50.81448,4.93527,0.14
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36690,669,Snelbus Diest - Bekkevoort - Glabbeek - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3669/?richtingCode=0,308905,Tienen Houtemstraat,50.81448,4.93527,0.14
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36390,639,Kortenaken - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3639/?richtingCode=0,308905,Tienen Houtemstraat,50.81448,4.93527,0.14
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36351,635,Tienen - Meldert,3,Bus,https://www.delijn.be/nl/lijnen/3635/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36341,634,Tienen - Nerm,3,Bus,https://www.delijn.be/nl/lijnen/3634/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36321,632,Tienen - Goetsenhoven,3,Bus,https://www.delijn.be/nl/lijnen/3632/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36331,633,Tienen - Linter,3,Bus,https://www.delijn.be/nl/lijnen/3633/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36681,668,Sint-Truiden - Wommersom - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3668/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,30651,65,Sint-Truiden - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3065/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36371,637,Tienen - Honsem,3,Bus,https://www.delijn.be/nl/lijnen/3637/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36671,667,Kortenaken - Ransberg - Neerlinter - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3667/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36470,647,Bekkevoort - Waanrode - Hoeleden - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3647/?richtingCode=0,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35420,542,Geetbets - Hogen - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3542/?richtingCode=0,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35871,587,Landen - Neerwinden - Overhespen - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3587/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,30601,60,Tienen - Boutersem - Leuven,3,Bus,https://www.delijn.be/nl/lijnen/3060/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36560,656,Landen - Neerwinden - Ezemaal - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3656/?richtingCode=0,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,30661,66,Diest - Halen - Kortenaken -Geetbets - Budingen - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3066/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35631,563,Zoutleeuw - Wommersom - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3563/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,30671,67,Sint-Truiden - Budingen - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3067/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35850,585,Lubbeek - Kerkom - Attenrode - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3585/?richtingCode=0,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35851,585,Tienen - Attenrode - Kerkom - Lubbeek,3,Bus,https://www.delijn.be/nl/lijnen/3585/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36381,638,Tienen - Lubbeek,3,Bus,https://www.delijn.be/nl/lijnen/3638/?richtingCode=1,305175,Tienen Kabbeeksepoort,50.81295,4.93339,0.187
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,30600,60,Leuven - Boutersem - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3060/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36680,668,Tienen - Wommersom - Sint-Truiden,3,Bus,https://www.delijn.be/nl/lijnen/3668/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36350,635,Meldert - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3635/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36340,634,Nerm - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3634/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36330,633,Linter - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3633/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36370,637,Honsem - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3637/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,30670,67,Tienen - Budingen - Sint-Truiden,3,Bus,https://www.delijn.be/nl/lijnen/3067/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,36320,632,Goetsenhoven - Tienen,3,Bus,https://www.delijn.be/nl/lijnen/3632/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35630,563,Tienen - Wommersom - Zoutleeuw,3,Bus,https://www.delijn.be/nl/lijnen/3563/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,35421,542,Tienen - Hogen - Geetbets,3,Bus,https://www.delijn.be/nl/lijnen/3542/?richtingCode=1,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
22,Tienen 2,50.81330800184882,4.935984252796022,Tienen,Tienen 2 Fietsers rich Sint-Truiden,Tienen 2 Fietsers rich Boutersem,30650,65,Tienen - Sint-Truiden,3,Bus,https://www.delijn.be/nl/lijnen/3065/?richtingCode=0,305176,Tienen Kabbeeksepoort,50.81263,4.93283,0.234
