site_id,site_name,longitude,latitude,municipality,district_code,road_code,operator,interval_min,install_date,segment_id,road_name,morphology_en,road_category_code,road_category_en,access_en,geometry_method_en,manager_code,manager_label,length_m,dist_to_segment_m,bike_lane_width_m,has_cycleway,bike_lane_source,poi_shop_250m,poi_shop_500m,poi_shop_1000m,poi_education_250m,poi_education_500m,poi_education_1000m,poi_hotel_250m,poi_hotel_500m,poi_hotel_1000m,poi_hospital_250m,poi_hospital_500m,poi_hospital_1000m,sensor_age_days,install_year,bike_width_imputed
81540682,Molweg,4.73922355774087,50.86650353300318,Leuven,AWV214,81540682,Unknown,60,,81540682,Molweg,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,253.2,0.0,1.0,True,osm_bike_network,0,0,3,0,0,1,0,0,0,0,0,1,0,2026,False
173336676,Unknown,4.737620545067241,50.864860021906644,Leuven,AWV214,173336676,Unknown,60,,173336676,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,178.33,0.0,4.0,True,osm_bike_network,0,0,3,0,0,1,0,0,0,0,0,1,0,2026,False
915483289,Unknown,4.72268095,50.8510364,Leuven,AWV214,915483289,Unknown,60,,915483289,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,3.34,0.0,1.5,True,osm_bike_network,6,15,27,1,1,6,0,0,0,0,1,1,0,2026,False
1228851397,Unknown,4.72264225,50.85099005,Leuven,AWV214,1228851397,Unknown,60,,1228851397,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,8.5,0.0,1.5,True,osm_bike_network,6,17,27,1,1,6,0,0,0,0,1,1,0,2026,False
23949621,Jan Vranckxweg,4.747480649999999,50.885656749999995,Leuven,AWV214,23949621,Unknown,60,,23949621,Jan Vranckxweg,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,67.37,0.0,1.5,True,osm_bike_network,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,False
25954243,Scouts en Gidsen pad,4.73295466526121,50.92644820683717,Leuven,AWV214,25954243,Unknown,60,,25954243,Scouts en Gidsen pad,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,150.8,0.0,1.5,True,osm_bike_network,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,False
25954244,Ristweg,4.734948810410294,50.92759512012985,Leuven,AWV214,25954244,Unknown,60,,25954244,Ristweg,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,374.9,0.0,1.5,True,osm_bike_network,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,False
41723350,Langenbos,4.702347094609327,50.93793625815417,Leuven,AWV214,41723350,Unknown,60,,41723350,Langenbos,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,682.41,0.0,2.0,True,osm_bike_network,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,False
283982813,Wijgmaalbroek,4.703781047054967,50.93916940224453,Leuven,AWV214,283982813,Unknown,60,,283982813,Wijgmaalbroek,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,283.44,0.0,1.5,True,osm_bike_network,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,False
1450375013,Wijgmaalbroek,4.703141314229968,50.94039058200261,Leuven,AWV214,1450375013,Unknown,60,,1450375013,Wijgmaalbroek,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,18.8,0.0,1.5,True,osm_bike_network,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,False
"[1159503589, 43546742]",Unknown,4.645765885227457,50.86031643770914,Leuven,AWV214,"[1159503589, 43546742]",Unknown,60,,"[1159503589, 43546742]",Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,177.81,0.0,1.5,True,osm_bike_network,1,1,6,0,0,2,0,0,0,0,0,2,0,2026,False
43547523,Toverberg,4.651159157558525,50.85930699188166,Leuven,AWV214,43547523,Unknown,60,,43547523,Toverberg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,54.4,0.0,5.0,True,osm_bike_network,0,0,4,0,0,2,0,0,1,0,0,2,0,2026,False
43547534,Toverberg,4.65270028540098,50.8583861275588,Leuven,AWV214,43547534,Unknown,60,,43547534,Toverberg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,27.6,0.0,5.0,True,osm_bike_network,0,0,4,0,0,2,0,0,1,0,0,2,0,2026,False
43547527,Marie Popelinlaan,4.652075173297379,50.859398148735636,Leuven,AWV214,43547527,Unknown,60,,43547527,Marie Popelinlaan,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,54.32,0.0,5.0,True,osm_bike_network,0,0,4,0,1,2,0,0,1,0,0,2,0,2026,False
1441722886,Marie Popelinlaan,4.652068001863752,50.85965971954828,Leuven,AWV214,1441722886,Unknown,60,,1441722886,Marie Popelinlaan,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,9.47,0.0,5.0,True,osm_bike_network,0,0,4,0,1,2,0,0,1,0,0,2,0,2026,False
43547535,Toverberg,4.652975211854982,50.85821166196512,Leuven,AWV214,43547535,Unknown,60,,43547535,Toverberg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,39.41,0.0,5.0,True,osm_bike_network,0,0,4,0,0,2,0,0,1,0,0,2,0,2026,False
102139632,Unknown,4.6533410266439095,50.85781451372553,Leuven,AWV214,102139632,Unknown,60,,102139632,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,31.66,0.0,4.0,True,osm_bike_network,0,0,4,0,0,2,0,1,1,0,0,2,0,2026,False
"[43547536, 1441726937]",Bredeweg,4.653811455184613,50.85820314646713,Leuven,AWV214,"[43547536, 1441726937]",Unknown,60,,"[43547536, 1441726937]",Bredeweg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,94.64,0.0,5.0,True,osm_bike_network,0,0,4,0,1,2,0,1,1,0,0,2,0,2026,False
"[43561768, 1441726937]",Bredeweg,4.651614485060755,50.8573324676078,Leuven,AWV214,"[43561768, 1441726937]",Unknown,60,,"[43561768, 1441726937]",Bredeweg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,265.64,0.0,5.0,True,osm_bike_network,0,0,4,0,0,2,0,0,1,0,0,2,0,2026,False
43547536,Bredeweg,4.654899036323711,50.85857049620524,Leuven,AWV214,43547536,Unknown,60,,43547536,Bredeweg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,81.87,0.0,5.0,True,osm_bike_network,0,1,4,0,1,2,0,1,1,0,0,2,0,2026,False
43547537,Unknown,4.654174635983725,50.85859916156907,Leuven,AWV214,43547537,Unknown,60,,43547537,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,59.08,0.0,1.5,True,osm_bike_network,0,0,4,0,1,2,0,0,1,0,0,2,0,2026,False
43547538,Antonia van Roesmaelelaan,4.654016509361918,50.85886556116988,Leuven,AWV214,43547538,Unknown,60,,43547538,Antonia van Roesmaelelaan,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,7.25,0.0,5.0,True,osm_bike_network,0,0,4,0,1,2,0,0,1,0,0,2,0,2026,False
43547539,Antonia van Roesmaelelaan,4.653686284834749,50.85868544484821,Leuven,AWV214,43547539,Unknown,60,,43547539,Antonia van Roesmaelelaan,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,66.71,0.0,5.0,True,osm_bike_network,0,0,4,0,1,2,0,0,1,0,0,2,0,2026,False
43547541,Antonia van Roesmaelelaan,4.653882606634067,50.85920031589464,Leuven,AWV214,43547541,Unknown,60,,43547541,Antonia van Roesmaelelaan,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,53.75,0.0,5.0,True,osm_bike_network,0,0,4,0,1,2,0,0,1,0,0,2,0,2026,False
43547540,Antonia van Roesmaelelaan,4.654636511201954,50.85891104834492,Leuven,AWV214,43547540,Unknown,60,,43547540,Antonia van Roesmaelelaan,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,84.85,0.0,5.0,True,osm_bike_network,0,1,4,0,1,2,0,0,1,0,0,2,0,2026,False
43548666,Toverberg,4.652728604830903,50.85938207380747,Leuven,AWV214,43548666,Unknown,60,,43548666,Toverberg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,53.02,0.0,5.0,True,osm_bike_network,0,0,4,0,1,2,0,0,1,0,0,2,0,2026,False
430072707,Unknown,4.655516049999999,50.85868,Leuven,AWV214,430072707,Unknown,60,,430072707,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,5.67,0.0,1.5,True,osm_bike_network,0,1,4,0,1,2,0,1,1,0,0,2,0,2026,False
43547532,Toverberg,4.654918903308838,50.86110468837393,Leuven,AWV214,43547532,Unknown,60,,43547532,Toverberg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,29.06,0.0,5.0,True,osm_bike_network,0,1,3,1,1,2,0,0,1,0,2,2,0,2026,False
"[23911554, 1441681471]",Marie Lemairestraat,4.656192786462485,50.86199431872926,Leuven,AWV214,"[23911554, 1441681471]",Unknown,60,,"[23911554, 1441681471]",Marie Lemairestraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,141.77,0.0,5.0,True,osm_bike_network,0,1,4,1,1,4,0,0,1,1,2,2,0,2026,False
1318325958,Sint-Jansbergsesteenweg,4.6594464,50.8621969,Leuven,AWV214,1318325958,Unknown,60,,1318325958,Sint-Jansbergsesteenweg,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,5.88,0.0,6.0,True,osm_bike_network,1,1,4,1,1,4,0,0,1,2,2,2,0,2026,False
"[43548669, 43549047]",Sint-Jansbergsesteenweg,4.659630595890507,50.86188709715355,Leuven,AWV214,"[43548669, 43549047]",Unknown,60,,"[43548669, 43549047]",Sint-Jansbergsesteenweg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,70.22,0.0,5.0,True,osm_bike_network,1,1,4,1,1,4,0,0,1,2,2,2,0,2026,False
"[102135101, 1441648557]",Unknown,4.654853844492883,50.85787808831123,Leuven,AWV214,"[102135101, 1441648557]",Unknown,60,,"[102135101, 1441648557]",Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,204.69,0.0,1.5,True,osm_bike_network,0,1,4,0,1,2,0,1,1,0,0,2,0,2026,False
43561768,Bredeweg,4.6475978699267015,50.85664416663143,Leuven,AWV214,43561768,Unknown,60,,43561768,Bredeweg,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,69.23,0.0,1.5,True,osm_bike_network,0,0,3,0,0,1,0,0,1,0,0,0,0,2026,False
61649687,Unknown,4.6767116,50.84884695,Leuven,AWV214,61649687,Unknown,60,,61649687,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,105.86,0.0,1.5,True,osm_bike_network,0,0,2,0,0,1,0,0,2,0,0,0,0,2026,False
1463666180,Unknown,4.675107049999999,50.8492842,Leuven,AWV214,1463666180,Unknown,60,,1463666180,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,140.23,0.0,1.5,True,osm_bike_network,0,0,2,0,0,1,0,0,2,0,0,0,0,2026,False
821642140,Unknown,4.675839604360059,50.84921693227127,Leuven,AWV214,821642140,Unknown,60,,821642140,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,48.67,0.0,1.5,True,osm_bike_network,0,0,2,0,0,1,0,0,2,0,0,0,0,2026,False
43625403,Unknown,4.67459785,50.84971095,Leuven,AWV214,43625403,Unknown,60,,43625403,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,67.3,0.0,1.5,True,osm_bike_network,0,0,2,0,0,1,0,0,2,0,0,0,0,2026,False
43625406,Unknown,4.67531735,50.8496326,Leuven,AWV214,43625406,Unknown,60,,43625406,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,70.95,0.0,1.5,True,osm_bike_network,0,0,2,0,0,1,0,0,2,0,0,0,0,2026,False
571659533,Unknown,4.674918628592459,50.85004527792465,Leuven,AWV214,571659533,Unknown,60,,571659533,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,38.98,0.0,1.5,True,osm_bike_network,0,0,1,0,0,2,0,0,2,0,0,0,0,2026,False
43625404,Unknown,4.676929599157057,50.85007374206956,Leuven,AWV214,43625404,Unknown,60,,43625404,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,256.85,0.0,1.5,True,osm_bike_network,0,0,1,0,0,2,0,1,2,0,0,0,0,2026,False
93479398,Unknown,4.678021870744487,50.85100783552944,Leuven,AWV214,93479398,Unknown,60,,93479398,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,52.07,0.0,1.5,True,osm_bike_network,0,0,0,0,0,3,0,1,2,0,0,0,0,2026,False
43858761,Kasteelpark Arenberg,4.6852063,50.86214590000001,Leuven,AWV214,43858761,Unknown,60,,43858761,Kasteelpark Arenberg,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,7.87,0.0,4.0,True,osm_bike_network,1,5,42,2,3,17,1,2,3,0,1,10,0,2026,False
965193693,Unknown,4.6851486,50.862094,Leuven,AWV214,965193693,Unknown,60,,965193693,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,6.36,0.0,1.5,True,osm_bike_network,1,5,42,2,3,17,1,2,3,0,1,10,0,2026,False
"[77864411, 1147771469]",Kasteelpark Arenberg,4.6846978370885495,50.862470804241426,Leuven,AWV214,"[77864411, 1147771469]",Unknown,60,,"[77864411, 1147771469]",Kasteelpark Arenberg,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,104.53,0.0,4.0,True,osm_bike_network,1,5,38,2,3,18,1,2,3,0,0,10,0,2026,False
"[44584602, 1117835831]",Hambosstraat,4.680927746127241,50.93459266229895,Leuven,AWV214,"[44584602, 1117835831]",Unknown,60,,"[44584602, 1117835831]",Hambosstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,766.92,0.0,5.0,True,osm_bike_network,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,False
133526235,Tweekleinewegenstraat,4.67112434316794,50.87587533694298,Leuven,AWV214,133526235,Unknown,60,,133526235,Tweekleinewegenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,83.53,0.0,5.0,True,osm_bike_network,2,5,15,1,16,32,0,0,1,0,2,4,0,2026,False
126304960,Tweekleinewegenstraat,4.673136798718485,50.87649840374869,Leuven,AWV214,126304960,Unknown,60,,126304960,Tweekleinewegenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,232.63,0.0,5.0,True,osm_bike_network,4,6,17,0,19,32,0,0,1,0,2,4,0,2026,False
930708122,Tweekleinewegenstraat,4.6711447395222665,50.87597333289587,Leuven,AWV214,930708122,Unknown,60,,930708122,Tweekleinewegenstraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,76.43,0.0,5.0,True,osm_bike_network,2,5,15,1,17,31,0,0,1,0,2,4,0,2026,False
3373670,Unknown,4.68634245,50.863442500000005,Leuven,AWV214,3373670,Unknown,60,,3373670,Unknown,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,38.35,0.0,5.0,True,osm_bike_network,0,5,53,3,4,19,0,2,3,0,0,11,0,2026,False
77864413,Unknown,4.68649997741683,50.86315853615204,Leuven,AWV214,77864413,Unknown,60,,77864413,Unknown,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,30.02,0.0,5.0,True,osm_bike_network,0,6,54,3,4,19,0,2,3,0,2,11,0,2026,False
"[77864400, 43858761, 48918816]",Kasteelpark Arenberg,4.686353716614187,50.86289881197458,Leuven,AWV214,"[77864400, 43858761, 48918816]",Unknown,60,,"[77864400, 43858761, 48918816]",Kasteelpark Arenberg,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,51.95,0.0,4.0,True,osm_bike_network,0,6,51,3,4,19,1,2,3,0,1,11,0,2026,False
453538101,Oude Markt,4.699843351439467,50.8783919564862,Leuven,AWV214,453538101,Unknown,60,,453538101,Oude Markt,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,9.31,0.0,1.5,True,osm_bike_network,93,294,537,11,54,206,3,14,21,3,12,40,0,2026,False
48245707,Unknown,4.7014143,50.871868850000006,Leuven,AWV214,48245707,Unknown,60,,48245707,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,25.02,0.0,4.0,True,osm_bike_network,11,39,354,11,116,198,0,2,15,4,7,23,0,2026,False
301126433,Unknown,4.70157715,50.8719178,Leuven,AWV214,301126433,Unknown,60,,301126433,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,4.76,0.0,4.0,True,osm_bike_network,10,39,360,11,120,197,0,2,15,4,7,23,0,2026,False
"[1381614320, 1381614321, 1381614319]",Unknown,4.699988019376479,50.87237003496573,Leuven,AWV214,"[1381614320, 1381614321, 1381614319]",Unknown,60,,"[1381614320, 1381614321, 1381614319]",Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,48.75,0.0,4.0,True,osm_bike_network,11,37,395,61,120,201,0,3,16,3,6,24,0,2026,False
48245752,Unknown,4.7017565988303245,50.871856739125896,Leuven,AWV214,48245752,Unknown,60,,48245752,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,8.64,0.0,4.0,True,osm_bike_network,10,38,353,11,120,196,0,2,15,4,7,23,0,2026,False
3990533,Parkstraat,4.702934900000001,50.872673750000004,Leuven,AWV214,3990533,Unknown,60,,3990533,Parkstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,8.15,0.0,5.0,True,osm_bike_network,3,27,448,13,117,199,0,3,16,4,6,28,0,2026,False
891927724,Unknown,4.702919100000001,50.872719599999996,Leuven,AWV214,891927724,Unknown,60,,891927724,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,5.75,0.0,4.0,True,osm_bike_network,2,29,454,14,117,199,0,4,16,4,7,29,0,2026,False
48246695,Unknown,4.70369758768788,50.87396887292484,Leuven,AWV214,48246695,Unknown,60,,48246695,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,55.33,0.0,4.0,True,osm_bike_network,1,47,507,16,91,199,0,4,19,2,7,30,0,2026,False
"[48246697, 891927654, 891927655]",Unknown,4.703674792883385,50.873681422124086,Leuven,AWV214,"[48246697, 891927654, 891927655]",Unknown,60,,"[48246697, 891927654, 891927655]",Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,32.34,0.0,4.0,True,osm_bike_network,1,43,500,15,89,200,0,4,19,3,7,29,0,2026,False
"[48247130, 891276859, 891276860]",Unknown,4.707876833369103,50.87415849555357,Leuven,AWV214,"[48247130, 891276859, 891276860]",Unknown,60,,"[48247130, 891276859, 891276860]",Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,58.36,0.0,4.0,True,osm_bike_network,15,48,507,16,59,188,1,5,20,0,6,29,0,2026,False
1273491785,Dekenstraat,4.70842565838972,50.874212466119594,Leuven,AWV214,1273491785,Unknown,60,,1273491785,Dekenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,53.54,0.0,5.0,True,osm_bike_network,20,51,500,16,55,188,1,5,18,0,6,28,0,2026,False
48247154,Unknown,4.7083910499999995,50.87377519999999,Leuven,AWV214,48247154,Unknown,60,,48247154,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,54.72,0.0,4.0,True,osm_bike_network,18,46,480,16,51,186,1,3,18,0,7,29,0,2026,False
3343976,Andreas Vesaliusstraat,4.707349150000001,50.87489825,Leuven,AWV214,3343976,Unknown,60,,3343976,Andreas Vesaliusstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,19.67,0.0,5.0,True,osm_bike_network,16,66,523,19,66,197,1,6,20,1,6,32,0,2026,False
8101955,Sint-Michielsstraat,4.70163915,50.87701495,Leuven,AWV214,8101955,Unknown,60,,8101955,Sint-Michielsstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,28.43,0.0,5.0,True,osm_bike_network,35,279,560,21,77,204,4,9,26,3,7,37,0,2026,False
"[48247883, 631597237, 631597238]",Unknown,4.701805520387991,50.87677604194419,Leuven,AWV214,"[48247883, 631597237, 631597238]",Unknown,60,,"[48247883, 631597237, 631597238]",Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,51.69,0.0,4.0,True,osm_bike_network,22,257,558,23,80,202,4,9,26,3,8,38,0,2026,False
"[48446096, 616174237]",Unknown,4.698755240141475,50.86867144678092,Leuven,AWV214,"[48446096, 616174237]",Unknown,60,,"[48446096, 616174237]",Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,11.18,0.0,1.5,True,osm_bike_network,27,48,103,1,88,162,0,1,6,1,5,20,0,2026,False
1430846070,Unknown,4.698932438742353,50.86855541637435,Leuven,AWV214,1430846070,Unknown,60,,1430846070,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,33.82,0.0,1.5,True,osm_bike_network,26,48,101,0,85,160,0,2,6,1,5,20,0,2026,False
86164005,Naamsevest,4.69872595,50.868735599999994,Leuven,AWV214,86164005,Unknown,60,,86164005,Naamsevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,10.05,0.0,6.0,True,osm_bike_network,26,48,107,1,89,162,0,1,7,1,5,20,0,2026,False
"[48446096, 616174236]",Unknown,4.698819590737655,50.868754632015644,Leuven,AWV214,"[48446096, 616174236]",Unknown,60,,"[48446096, 616174236]",Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,9.44,0.0,1.5,True,osm_bike_network,26,48,107,1,90,163,0,1,7,1,6,20,0,2026,False
48446148,Erasme Ruelensvest,4.69879749425229,50.86827574135706,Leuven,AWV214,48446148,Unknown,60,,48446148,Erasme Ruelensvest,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,33.69,0.0,5.0,True,osm_bike_network,27,48,97,0,75,155,0,1,6,1,5,20,0,2026,False
"[48446149, 303392599]",Erasme Ruelensvest,4.699616705201544,50.86803600395644,Leuven,AWV214,"[48446149, 303392599]",Unknown,60,,"[48446149, 303392599]",Erasme Ruelensvest,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,93.44,0.0,5.0,True,osm_bike_network,25,48,96,0,46,154,0,2,6,1,5,21,0,2026,False
48446227,Erasme Ruelensvest,4.700577572656983,50.86782856197979,Leuven,AWV214,48446227,Unknown,60,,48446227,Erasme Ruelensvest,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,51.53,0.0,5.0,True,osm_bike_network,19,49,91,0,22,151,0,1,6,0,5,20,0,2026,False
95571485,Broekstraat,4.700244871707565,50.867894474585576,Leuven,AWV214,95571485,Unknown,60,,95571485,Broekstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,6.18,0.0,5.0,True,osm_bike_network,21,48,93,0,28,151,0,2,6,1,5,21,0,2026,False
97856291,Unknown,4.699291529849902,50.86696627275296,Leuven,AWV214,97856291,Unknown,60,,97856291,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,49.79,0.0,1.5,True,osm_bike_network,23,49,89,0,12,136,0,0,5,0,6,20,0,2026,False
97856296,Unknown,4.699061917141452,50.86696797217413,Leuven,AWV214,97856296,Unknown,60,,97856296,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,48.1,0.0,1.5,True,osm_bike_network,24,50,91,0,13,135,0,0,5,2,6,19,0,2026,False
48446710,Unknown,4.6994885,50.866752149999996,Leuven,AWV214,48446710,Unknown,60,,48446710,Unknown,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,22.27,0.0,3.9,True,osm_bike_network,16,47,89,0,3,134,0,0,4,0,6,21,0,2026,False
302792141,Unknown,4.6993214000000005,50.866754799999995,Leuven,AWV214,302792141,Unknown,60,,302792141,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,1.27,0.0,1.5,True,osm_bike_network,18,48,89,0,5,134,0,0,4,1,6,21,0,2026,False
83869544,Tivolistraat,4.71798975,50.871138,Leuven,AWV214,83869544,Unknown,60,,83869544,Tivolistraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,20.33,0.0,5.0,True,osm_bike_network,8,22,71,1,2,40,0,1,3,1,3,14,0,2026,False
20681417,Tivolistraat,4.7180579723809295,50.8717196484492,Leuven,AWV214,20681417,Unknown,60,,20681417,Tivolistraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,109.72,0.0,5.0,True,osm_bike_network,9,22,75,1,2,44,0,1,5,2,3,15,0,2026,False
1482033395,Tivolistraat,4.71795115,50.871004299999996,Leuven,AWV214,1482033395,Unknown,60,,1482033395,Tivolistraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,9.91,0.0,5.0,True,osm_bike_network,8,22,71,0,2,39,0,1,3,1,3,14,0,2026,False
"[1036486945, 17025306, 1071283027, 70726948]",Tivolibrug,4.718903890713412,50.871019887894846,Leuven,AWV214,"[1036486945, 17025306, 1071283027, 70726948]",Unknown,60,,"[1036486945, 17025306, 1071283027, 70726948]",Tivolibrug,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,132.48,0.0,4.0,True,osm_bike_network,8,23,68,1,2,34,0,0,3,1,3,14,0,2026,False
48918794,Unknown,4.685499532267327,50.86214522540561,Leuven,AWV214,48918794,Unknown,60,,48918794,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,38.47,0.0,4.0,True,osm_bike_network,1,5,43,2,3,17,1,2,3,0,1,10,0,2026,False
3373675,Kasteelpark Arenberg,4.685034829525402,50.86335920370987,Leuven,AWV214,3373675,Unknown,60,,3373675,Kasteelpark Arenberg,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,81.01,0.0,3.0,True,osm_bike_network,1,3,43,2,3,18,0,2,3,0,0,11,0,2026,False
50431600,Unknown,4.68897135,50.86390505,Leuven,AWV214,50431600,Unknown,60,,50431600,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,18.11,0.0,1.5,True,osm_bike_network,0,9,67,1,4,31,1,2,4,0,5,11,0,2026,False
3996959,Kasteelpark Arenberg,4.688364712933142,50.86407875754123,Leuven,AWV214,3996959,Unknown,60,,3996959,Kasteelpark Arenberg,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,66.76,0.0,1.5,True,osm_bike_network,0,7,65,1,4,28,1,2,4,0,3,11,0,2026,False
50431575,Kasteelpark Arenberg,4.688812873521881,50.86419666760652,Leuven,AWV214,50431575,Unknown,60,,50431575,Kasteelpark Arenberg,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,46.01,0.0,5.0,True,osm_bike_network,0,9,67,1,4,48,1,2,4,0,4,11,0,2026,False
