site_id,site_name,longitude,latitude,municipality,district_code,road_code,operator,interval_min,install_date,segment_id,road_name,morphology_en,road_category_code,road_category_en,access_en,geometry_method_en,manager_code,manager_label,length_m,dist_to_segment_m,bike_lane_width_m,has_cycleway,bike_lane_source,poi_shop_250m,poi_shop_500m,poi_shop_1000m,poi_education_250m,poi_education_500m,poi_education_1000m,poi_hotel_250m,poi_hotel_500m,poi_hotel_1000m,poi_hospital_250m,poi_hospital_500m,poi_hospital_1000m,sensor_age_days,install_year,bike_width_imputed
3677328,Naamsepoort,4.69857215,50.8686983,Leuven,AWV214,3677328,Unknown,60,,3677328,Naamsepoort,divided_road_non_motorway,RW,regional_road,public_road,surveyed,24062,Stad Leuven,17.76,0.0,6.0,True,osm_bike_network,28,49,102,1,88,161,0,1,6,1,5,20,0,2026,False
3677822,Erasme Ruelensvest,4.69857745,50.86860315,Leuven,AWV214,3677822,Unknown,60,,3677822,Erasme Ruelensvest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,15.84,0.0,6.0,True,osm_bike_network,27,48,101,0,87,159,0,1,6,1,5,20,0,2026,False
3328914,Naamsesteenweg,4.698418455236046,50.86861465334733,Leuven,AWV214,3328914,Unknown,60,,3328914,Naamsesteenweg,divided_road_non_motorway,RW,regional_road,public_road,surveyed,24062,Stad Leuven,11.49,0.0,6.0,True,osm_bike_network,27,48,101,1,88,159,0,1,6,1,5,20,0,2026,False
3328699,Koning Leopold III-laan,4.692202549999999,50.856127400000005,Leuven,AWV214,3328699,Unknown,60,,3328699,Koning Leopold III-laan,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,25.15,0.0,5.0,True,osm_bike_network,3,9,29,1,2,11,0,0,3,0,3,9,0,2026,False
3450243,Middelweg,4.6922793,50.85601075,Leuven,AWV214,3450243,Unknown,60,,3450243,Middelweg,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,8.15,0.0,6.0,True,osm_bike_network,3,9,28,1,2,9,0,0,3,0,3,9,0,2026,False
1431560130,Unknown,4.692346649999999,50.85607020000001,Leuven,AWV214,1431560130,Unknown,60,,1431560130,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,8.14,0.0,1.5,True,osm_bike_network,3,9,29,1,2,9,0,0,3,0,3,9,0,2026,False
1198558984,Koning Leopold III-laan,4.692453308976387,50.85594433282624,Leuven,AWV214,1198558984,Unknown,60,,1198558984,Koning Leopold III-laan,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,28.72,0.0,5.0,True,osm_bike_network,3,8,28,1,2,9,0,0,3,0,3,9,0,2026,False
3343965,Parkstraat,4.707698,50.869348650000006,Leuven,AWV214,3343965,Unknown,60,,3343965,Parkstraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,4.94,0.0,5.0,True,osm_bike_network,4,11,126,3,8,161,1,1,7,3,6,17,0,2026,False
3677823,Naamsevest,4.70696653056174,50.86916663172931,Leuven,AWV214,3677823,Unknown,60,,3677823,Naamsevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,112.28,0.0,6.0,True,osm_bike_network,5,12,124,2,7,163,1,1,8,3,7,19,0,2026,False
"[342997240, 3991778]",Parkpoort,4.707874328605108,50.86919819746121,Leuven,AWV214,"[342997240, 3991778]",Unknown,60,,"[342997240, 3991778]",Parkpoort,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,36.76,0.0,6.0,True,osm_bike_network,4,13,122,3,7,160,1,1,7,3,6,18,0,2026,False
439142857,Naamsestraat,4.699154849999999,50.8695746,Leuven,AWV214,439142857,Unknown,60,,439142857,Naamsestraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,10.81,0.0,5.0,True,osm_bike_network,27,46,127,13,95,173,0,2,8,1,6,23,0,2026,False
3358657,Elzasgang,4.698668081875138,50.86959595430924,Leuven,AWV214,3358657,Unknown,60,,3358657,Elzasgang,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,70.44,0.0,4.0,True,osm_bike_network,27,45,121,16,96,175,0,1,7,1,6,22,0,2026,False
"[608715571, 608715564, 608715566]",Naamsestraat,4.69920454085216,50.86980317098213,Leuven,AWV214,"[608715571, 608715564, 608715566]",Unknown,60,,"[608715571, 608715564, 608715566]",Naamsestraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,40.57,0.0,5.0,True,osm_bike_network,26,47,138,17,96,176,0,2,8,1,5,22,0,2026,False
608715568,Naamsestraat,4.699261736573839,50.87009960406013,Leuven,AWV214,608715568,Unknown,60,,608715568,Naamsestraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,25.83,0.0,5.0,True,osm_bike_network,25,46,148,23,104,180,0,2,9,2,5,22,0,2026,False
"[1063831514, 8131717]",Tiensevest,4.715712128029245,50.87748052825185,Leuven,AWV214,"[1063831514, 8131717]",Unknown,60,,"[1063831514, 8131717]",Tiensevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,65.24,0.0,6.0,True,osm_bike_network,0,60,415,2,9,70,0,6,18,0,7,31,0,2026,False
3343954,Blijde-Inkomststraat,4.7142861499999995,50.873790650000004,Leuven,AWV214,3343954,Unknown,60,,3343954,Blijde-Inkomststraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,8.27,0.0,5.0,True,osm_bike_network,20,41,331,0,17,77,1,2,15,1,3,26,0,2026,False
16775051,Tiensepoort,4.7143991,50.87371805000001,Leuven,AWV214,16775051,Unknown,60,,16775051,Tiensepoort,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,14.39,0.0,6.0,True,osm_bike_network,19,40,323,0,16,77,1,2,15,1,2,25,0,2026,False
16775171,Tiensepoort,4.7142925,50.87370675,Leuven,AWV214,16775171,Unknown,60,,16775171,Tiensepoort,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,13.67,0.0,6.0,True,osm_bike_network,19,41,325,0,16,77,1,2,15,1,4,26,0,2026,False
"[898173884, 898173885]",Tiensestraat,4.710358486183506,50.87493917136466,Leuven,AWV214,"[898173884, 898173885]",Unknown,60,,"[898173884, 898173885]",Tiensestraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,23.1,0.0,5.0,True,osm_bike_network,22,49,470,19,43,141,1,4,19,0,4,29,0,2026,False
"[1056637424, 566326282]",Brabançonnestraat,4.7100076646041344,50.87482939556421,Leuven,AWV214,"[1056637424, 566326282]",Unknown,60,,"[1056637424, 566326282]",Brabançonnestraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,47.63,0.0,5.0,True,osm_bike_network,22,50,477,20,45,153,1,4,19,0,4,29,0,2026,False
8130906,Geldenaaksevest,4.71420865,50.87359395,Leuven,AWV214,8130906,Unknown,60,,8130906,Geldenaaksevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,14.14,0.0,6.0,True,osm_bike_network,19,40,323,0,16,77,1,2,15,1,3,26,0,2026,False
16775188,Tiensepoort,4.7143643,50.8736607,Leuven,AWV214,16775188,Unknown,60,,16775188,Tiensepoort,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,15.22,0.0,6.0,True,osm_bike_network,19,40,321,0,16,77,1,2,15,1,3,25,0,2026,False
3343967,Dagobertstraat,4.71489665,50.875327999999996,Leuven,AWV214,3343967,Unknown,60,,3343967,Dagobertstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,5.32,0.0,5.0,True,osm_bike_network,15,39,374,0,18,75,0,2,18,0,4,27,0,2026,False
"[863272992, 863272993, 863272994, 8131717]",Tiensevest,4.71471750710961,50.87474298548538,Leuven,AWV214,"[863272992, 863272993, 863272994, 8131717]",Unknown,60,,"[863272992, 863272993, 863272994, 8131717]",Tiensevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,133.78,0.0,6.0,True,osm_bike_network,19,41,354,0,19,74,1,2,17,1,4,25,0,2026,False
3343956,Mathildegang,4.712823449999999,50.87610415,Leuven,AWV214,3343956,Unknown,60,,3343956,Mathildegang,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,38.43,0.0,5.0,True,osm_bike_network,20,49,423,3,34,93,1,4,21,1,6,31,0,2026,False
22675178,Dekenstraat,4.710553068183305,50.873275704771885,Leuven,AWV214,22675178,Unknown,60,,22675178,Dekenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,23.14,0.0,5.0,True,osm_bike_network,21,40,404,7,33,146,2,2,16,0,6,27,0,2026,False
893028141,Unknown,4.7105200377024445,50.87315995067743,Leuven,AWV214,893028141,Unknown,60,,893028141,Unknown,service_road,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,14.78,0.0,4.0,True,osm_bike_network,20,41,396,6,33,146,2,2,16,0,7,27,0,2026,False
3343962,Schepenenstraat,4.7110710628938515,50.873658833771096,Leuven,AWV214,3343962,Unknown,60,,3343962,Schepenenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,92.5,0.0,5.0,True,osm_bike_network,22,41,401,6,32,126,2,2,17,0,6,28,0,2026,False
"[22675178, 444180325]",Dekenstraat,4.7110617812688,50.87314296588032,Leuven,AWV214,"[22675178, 444180325]",Unknown,60,,"[22675178, 444180325]",Dekenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,68.39,0.0,5.0,True,osm_bike_network,19,40,381,6,28,130,2,2,16,0,6,27,0,2026,False
"[10296368, 893696211, 79299303]",Geldenaaksevest,4.7113146058728415,50.8711702920523,Leuven,AWV214,"[10296368, 893696211, 79299303]",Unknown,60,,"[10296368, 893696211, 79299303]",Geldenaaksevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,304.49,0.0,6.0,True,osm_bike_network,2,36,134,1,12,115,1,3,8,2,5,18,0,2026,False
71745448,Brabançonnestraat,4.709312474444042,50.874296535343134,Leuven,AWV214,71745448,Unknown,60,,71745448,Brabançonnestraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,93.41,0.0,5.0,True,osm_bike_network,21,51,475,16,46,170,1,5,18,0,6,30,0,2026,False
"[566326280, 566326281]",Brabançonnestraat,4.709765031670285,50.87464141417073,Leuven,AWV214,"[566326280, 566326281]",Unknown,60,,"[566326280, 566326281]",Brabançonnestraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,6.32,0.0,5.0,True,osm_bike_network,22,51,478,18,46,166,1,5,19,0,6,29,0,2026,False
3343958,Windmolenveldstraat,4.710203352634217,50.87440793589684,Leuven,AWV214,3343958,Unknown,60,,3343958,Windmolenveldstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,32.02,0.0,5.0,True,osm_bike_network,24,49,458,14,42,153,2,4,18,0,7,29,0,2026,False
8116858,Windmolenveldstraat,4.710460467325337,50.874284670528084,Leuven,AWV214,8116858,Unknown,60,,8116858,Windmolenveldstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,13.17,0.0,5.0,True,osm_bike_network,24,47,446,12,40,144,2,4,18,0,7,29,0,2026,False
22675175,Windmolenstraat,4.7108485,50.87417935,Leuven,AWV214,22675175,Unknown,60,,22675175,Windmolenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,9.51,0.0,5.0,True,osm_bike_network,25,43,426,10,36,133,2,2,17,0,7,27,0,2026,False
8075018,Windmolenstraat,4.7105015225493325,50.873708064665514,Leuven,AWV214,8075018,Unknown,60,,8075018,Windmolenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,105.33,0.0,5.0,True,osm_bike_network,22,42,422,9,38,149,2,2,17,0,6,28,0,2026,False
609706113,Windmolenstraat,4.711010175856842,50.874419566241166,Leuven,AWV214,609706113,Unknown,60,,609706113,Windmolenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,48.57,0.0,5.0,True,osm_bike_network,25,44,431,10,37,118,2,4,19,0,7,28,0,2026,False
22675199,Windmolenveldstraat,4.712235943438401,50.87363792763288,Leuven,AWV214,22675199,Unknown,60,,22675199,Windmolenveldstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,33.23,0.0,5.0,True,osm_bike_network,25,38,390,0,25,89,2,2,16,0,5,27,0,2026,False
89866047,Windmolenveldstraat,4.711822852655597,50.8738142516454,Leuven,AWV214,89866047,Unknown,60,,89866047,Windmolenveldstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,36.9,0.0,5.0,True,osm_bike_network,25,39,391,3,28,94,2,2,16,0,6,28,0,2026,False
27471364,Unknown,4.7138042974901,50.87359264839765,Leuven,AWV214,27471364,Unknown,60,,27471364,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,36.38,0.0,1.5,True,osm_bike_network,20,40,338,0,18,77,1,2,14,1,4,26,0,2026,False
94585449,Tiensestraat,4.713740666862199,50.87363174448378,Leuven,AWV214,94585449,Unknown,60,,94585449,Tiensestraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,24.9,0.0,5.0,True,osm_bike_network,20,41,342,0,20,78,1,2,14,1,4,27,0,2026,False
"[3343961, 547509905, 547509918]",Tomveldstraat,4.711733738755207,50.87332910864909,Leuven,AWV214,"[3343961, 547509905, 547509918]",Unknown,60,,"[3343961, 547509905, 547509918]",Tomveldstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,93.9,0.0,7.0,True,osm_bike_network,21,39,384,3,25,101,2,2,16,0,5,28,0,2026,False
444180325,Dekenstraat,4.712045800397215,50.87263987359597,Leuven,AWV214,444180325,Unknown,60,,444180325,Dekenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,110.79,0.0,5.0,True,osm_bike_network,15,39,302,0,18,89,1,2,12,1,4,23,0,2026,False
3343957,Dekenstraat,4.70963115,50.87357224999999,Leuven,AWV214,3343957,Unknown,60,,3343957,Dekenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,8.26,0.0,5.0,True,osm_bike_network,18,45,445,10,42,167,2,2,16,0,6,28,0,2026,False
3343963,Gildenstraat,4.709676483059519,50.8736958579654,Leuven,AWV214,3343963,Unknown,60,,3343963,Gildenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,25.52,0.0,5.0,True,osm_bike_network,18,44,450,13,42,167,2,2,16,0,6,29,0,2026,False
439142854,Brabançonnestraat,4.7075131295481585,50.87107995632575,Leuven,AWV214,439142854,Unknown,60,,439142854,Brabançonnestraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,38.27,0.0,5.0,True,osm_bike_network,5,27,219,1,22,179,1,2,13,2,8,22,0,2026,False
3343964,Henri Regastraat,4.70993565,50.87009905,Leuven,AWV214,3343964,Unknown,60,,3343964,Henri Regastraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,6.16,0.0,5.0,True,osm_bike_network,4,16,117,2,10,141,0,2,8,4,4,18,0,2026,False
893696211,Geldenaaksevest,4.70997075,50.87009315,Leuven,AWV214,893696211,Unknown,60,,893696211,Geldenaaksevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,1.77,0.0,6.0,True,osm_bike_network,4,16,117,2,9,141,0,2,8,4,4,18,0,2026,False
663531400,Frederik Lintsstraat,4.708861949999999,50.8696208,Leuven,AWV214,663531400,Unknown,60,,663531400,Frederik Lintsstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,5.59,0.0,5.0,True,osm_bike_network,3,9,122,3,10,153,1,2,9,3,5,18,0,2026,False
"[24905257, 876185324]",Geldenaaksevest,4.708305078184538,50.86946461636587,Leuven,AWV214,"[24905257, 876185324]",Unknown,60,,"[24905257, 876185324]",Geldenaaksevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,87.57,0.0,6.0,True,osm_bike_network,4,10,126,3,10,162,1,2,7,3,6,18,0,2026,False
3343966,Rapengang,4.705202302900498,50.87187083488343,Leuven,AWV214,3343966,Unknown,60,,3343966,Rapengang,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,55.3,0.0,5.0,True,osm_bike_network,4,24,361,8,42,187,0,1,13,3,8,23,0,2026,False
843033254,Parkstraat,4.7047142,50.871500250000004,Leuven,AWV214,843033254,Unknown,60,,843033254,Parkstraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,27.26,0.0,5.0,True,osm_bike_network,4,22,316,6,47,187,0,1,14,3,7,21,0,2026,False
"[843033254, 843033255]",Parkstraat,4.704197484390033,50.87186117650371,Leuven,AWV214,"[843033254, 843033255]",Unknown,60,,"[843033254, 843033255]",Parkstraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,81.17,0.0,5.0,True,osm_bike_network,4,22,372,8,78,188,0,1,14,5,8,24,0,2026,False
3343970,Quinten Metsysplein,4.712501800617573,50.87661525267282,Leuven,AWV214,3343970,Unknown,60,,3343970,Quinten Metsysplein,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,29.23,0.0,5.0,True,osm_bike_network,14,89,468,5,36,94,1,6,21,2,7,35,0,2026,False
"[1436679379, 1063831486]",Justus Lipsiusstraat,4.715001076874856,50.878134902705675,Leuven,AWV214,"[1436679379, 1063831486]",Unknown,60,,"[1436679379, 1063831486]",Justus Lipsiusstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,75.53,0.0,5.0,True,osm_bike_network,2,110,423,2,14,71,0,8,19,2,9,31,0,2026,False
"[3343969, 1063831487]",Arnould Nobelstraat,4.713963881716815,50.87787513561574,Leuven,AWV214,"[3343969, 1063831487]",Unknown,60,,"[3343969, 1063831487]",Arnould Nobelstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,130.44,0.0,5.0,True,osm_bike_network,2,137,433,2,22,84,0,7,21,3,9,33,0,2026,False
9853245,Unknown,4.707227715987703,50.870925723766774,Leuven,AWV214,9853245,Unknown,60,,9853245,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,24.58,0.0,2.0,True,osm_bike_network,5,18,202,1,22,180,1,2,13,3,8,21,0,2026,False
79002195,Frederik Lintsstraat,4.707401241911858,50.87076321171493,Leuven,AWV214,79002195,Unknown,60,,79002195,Frederik Lintsstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,35.29,0.0,5.0,True,osm_bike_network,5,13,185,1,20,180,1,2,13,3,8,22,0,2026,False
8127646,Brabançonnestraat,4.70677949540435,50.8704269717619,Leuven,AWV214,8127646,Unknown,60,,8127646,Brabançonnestraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,62.74,0.0,5.0,True,osm_bike_network,5,9,166,1,20,179,1,2,11,3,8,18,0,2026,False
79002198,Frederik Lintsstraat,4.707070523215336,50.8707753545848,Leuven,AWV214,79002198,Unknown,60,,79002198,Frederik Lintsstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,28.06,0.0,5.0,True,osm_bike_network,5,10,193,1,20,180,1,2,13,3,8,20,0,2026,False
79002199,Frederik Lintsstraat,4.707205943800155,50.870619846749044,Leuven,AWV214,79002199,Unknown,60,,79002199,Frederik Lintsstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,22.37,0.0,5.0,True,osm_bike_network,5,10,177,1,20,179,1,2,12,3,8,18,0,2026,False
79002197,Parkstraat,4.706073849999999,50.87052225,Leuven,AWV214,79002197,Unknown,60,,79002197,Parkstraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,90.56,0.0,5.0,True,osm_bike_network,5,17,178,1,21,182,1,1,13,2,8,19,0,2026,False
608715532,Parkstraat,4.706622149999999,50.8701219,Leuven,AWV214,608715532,Unknown,60,,608715532,Parkstraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,27.3,0.0,5.0,True,osm_bike_network,5,9,148,3,17,178,1,1,10,3,9,17,0,2026,False
3343974,Constantin Meunierstraat,4.700816596157587,50.86934335755576,Leuven,AWV214,3343974,Unknown,60,,3343974,Constantin Meunierstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,8.42,0.0,5.0,True,osm_bike_network,18,44,137,0,85,175,0,2,10,0,7,24,0,2026,False
"[3351209, 662329837]",Maria Van Belstraat,4.700666132105618,50.86957758446514,Leuven,AWV214,"[3351209, 662329837]",Unknown,60,,"[3351209, 662329837]",Maria Van Belstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,51.6,0.0,5.0,True,osm_bike_network,21,45,142,0,95,177,0,2,10,0,7,23,0,2026,False
"[725072196, 3351199]",Emile Mathieustraat,4.701864754321795,50.86936595799566,Leuven,AWV214,"[725072196, 3351199]",Unknown,60,,"[725072196, 3351199]",Emile Mathieustraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,122.34,0.0,5.0,True,osm_bike_network,14,43,140,0,67,185,0,2,10,0,8,23,0,2026,False
655251293,Naamsevest,4.699575599999999,50.868509100000004,Leuven,AWV214,655251293,Unknown,60,,655251293,Naamsevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,11.38,0.0,6.0,True,osm_bike_network,25,47,100,0,68,164,0,2,7,1,7,21,0,2026,False
48446159,Unknown,4.699667497544185,50.86852755108243,Leuven,AWV214,48446159,Unknown,60,,48446159,Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,8.07,0.0,1.5,True,osm_bike_network,25,47,102,0,68,165,0,2,7,1,7,21,0,2026,False
"[1279101237, 48446159]",Unknown,4.699624061254362,50.86842899503663,Leuven,AWV214,"[1279101237, 48446159]",Unknown,60,,"[1279101237, 48446159]",Unknown,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,14.69,0.0,1.5,True,osm_bike_network,25,48,98,0,65,161,0,2,6,1,5,21,0,2026,False
725072194,Familie De Bayostraat,4.7033277,50.86951735,Leuven,AWV214,725072194,Unknown,60,,725072194,Familie De Bayostraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,86.36,0.0,5.0,True,osm_bike_network,4,37,140,1,35,185,1,1,9,0,9,22,0,2026,False
725072187,Pierre Joseph Verhaghenstraat,4.702223645157699,50.86980045684763,Leuven,AWV214,725072187,Unknown,60,,725072187,Pierre Joseph Verhaghenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,102.42,0.0,5.0,True,osm_bike_network,9,40,148,1,74,192,0,2,9,1,8,23,0,2026,False
3351197,Paul Lebrunstraat,4.703104597352564,50.87017792704187,Leuven,AWV214,3351197,Unknown,60,,3351197,Paul Lebrunstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,176.89,0.0,5.0,True,osm_bike_network,4,36,171,1,65,190,1,1,10,2,9,20,0,2026,False
88799178,Weldadigheidsstraat,4.7055099,50.8694092,Leuven,AWV214,88799178,Unknown,60,,88799178,Weldadigheidsstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,99.65,0.0,5.0,True,osm_bike_network,5,22,128,3,11,176,1,1,8,2,8,20,0,2026,False
3351198,Familie De Bayostraat,4.705775605841597,50.86995416292613,Leuven,AWV214,3351198,Unknown,60,,3351198,Familie De Bayostraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,115.19,0.0,5.0,True,osm_bike_network,5,21,145,1,16,181,1,1,11,2,9,20,0,2026,False
"[725072192, 3351196]",Weldadigheidsstraat,4.703220207244914,50.87104476215396,Leuven,AWV214,"[725072192, 3351196]",Unknown,60,,"[725072192, 3351196]",Weldadigheidsstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,83.19,0.0,5.0,True,osm_bike_network,5,33,265,4,88,191,0,1,13,4,8,22,0,2026,False
853446064,Constantin Meunierstraat,4.703257408948259,50.87167165619024,Leuven,AWV214,853446064,Unknown,60,,853446064,Constantin Meunierstraat,cycleway_footpath,-9,not_applicable,public_road,surveyed,24062,Stad Leuven,101.31,0.0,1.5,True,osm_bike_network,6,30,343,8,96,190,0,1,14,4,8,26,0,2026,False
3351205,Frans Vermeylenstraat,4.701831892479619,50.871166066389826,Leuven,AWV214,3351205,Unknown,60,,3351205,Frans Vermeylenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,113.54,0.0,5.0,True,osm_bike_network,11,38,272,2,109,194,0,2,13,4,7,23,0,2026,False
"[1203412618, 725072191]",Constantin Meunierstraat,4.702543340358521,50.87105223267481,Leuven,AWV214,"[1203412618, 725072191]",Unknown,60,,"[1203412618, 725072191]",Constantin Meunierstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,71.49,0.0,5.0,True,osm_bike_network,12,36,267,3,99,191,0,2,13,4,8,22,0,2026,False
48337988,Constantin Meunierstraat,4.702001734012322,50.870518104583674,Leuven,AWV214,48337988,Unknown,60,,48337988,Constantin Meunierstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,71.79,0.0,5.0,True,osm_bike_network,11,41,191,1,95,193,0,2,10,4,7,22,0,2026,False
"[3351207, 1267918407]",Emile Van Arenberghstraat,4.701259410999057,50.87051281186303,Leuven,AWV214,"[3351207, 1267918407]",Unknown,60,,"[3351207, 1267918407]",Emile Van Arenberghstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,103.61,0.0,5.0,True,osm_bike_network,15,42,182,2,107,192,0,2,10,4,6,22,0,2026,False
725072195,Gerard Vander Lindenstraat,4.70323565,50.868477,Leuven,AWV214,725072195,Unknown,60,,725072195,Gerard Vander Lindenstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,6.62,0.0,5.0,True,osm_bike_network,3,41,116,0,10,159,1,1,8,0,8,21,0,2026,False
"[661733369, 655251292, 3677823]",Naamsevest,4.701810814282423,50.868357846346996,Leuven,AWV214,"[661733369, 655251292, 3677823]",Unknown,60,,"[661733369, 655251292, 3677823]",Naamsevest,divided_road_non_motorway,OW,minor_road,public_road,surveyed,24062,Stad Leuven,208.3,0.0,6.0,True,osm_bike_network,11,44,109,0,23,163,0,1,9,0,9,21,0,2026,False
3351203,Hendrik Consciencestraat,4.700733191730459,50.871532094607126,Leuven,AWV214,3351203,Unknown,60,,3351203,Hendrik Consciencestraat,single_carriageway,IW,local_road,public_road,surveyed,24062,Stad Leuven,50.45,0.0,5.0,True,osm_bike_network,10,37,304,33,115,197,0,2,15,4,7,24,0,2026,False
"[662329857, 3351207]",Emile Van Arenberghstraat,4.7005258701243475,50.87115198618511,Leuven,AWV214,"[662329857, 3351207]",Unknown,60,,"[662329857, 3351207]",Emile Van Arenberghstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,75.66,0.0,5.0,True,osm_bike_network,11,39,259,29,113,196,0,2,11,4,7,22,0,2026,False
"[725072193, 3351204]",Frans Nensstraat,4.702668079721429,50.87155589888782,Leuven,AWV214,"[725072193, 3351204]",Unknown,60,,"[725072193, 3351204]",Frans Nensstraat,single_carriageway,EW,local_access_road,public_road,surveyed,24062,Stad Leuven,59.45,0.0,5.0,True,osm_bike_network,10,36,321,7,103,191,0,1,14,4,7,24,0,2026,False
