1,3677328,4.69857215,50.8686983,Naamsepoort,Unknown,3677328,24062,Leuven,60,
2,3677822,4.69857745,50.86860315,Erasme Ruelensvest,Unknown,3677822,24062,Leuven,60,
3,3328914,4.698418455236046,50.86861465334733,Naamsesteenweg,Unknown,3328914,24062,Leuven,60,
4,3328699,4.692202549999999,50.856127400000005,Koning Leopold III-laan,Unknown,3328699,24062,Leuven,60,
5,3450243,4.6922793,50.85601075,Middelweg,Unknown,3450243,24062,Leuven,60,
6,1431560130,4.692346649999999,50.85607020000001,Unknown,Unknown,1431560130,24062,Leuven,60,
7,1198558984,4.692453308976387,50.85594433282624,Koning Leopold III-laan,Unknown,1198558984,24062,Leuven,60,
8,3343965,4.707698,50.869348650000006,Parkstraat,Unknown,3343965,24062,Leuven,60,
9,3677823,4.70696653056174,50.86916663172931,Naamsevest,Unknown,3677823,24062,Leuven,60,
10,"[342997240, 3991778]",4.707874328605108,50.86919819746121,Parkpoort,Unknown,"[342997240, 3991778]",24062,Leuven,60,
11,439142857,4.699154849999999,50.8695746,Naamsestraat,Unknown,439142857,24062,Leuven,60,
12,3358657,4.698668081875138,50.86959595430924,Elzasgang,Unknown,3358657,24062,Leuven,60,
13,"[608715571, 608715564, 608715566]",4.69920454085216,50.86980317098213,Naamsestraat,Unknown,"[608715571, 608715564, 608715566]",24062,Leuven,60,
14,608715568,4.699261736573839,50.87009960406013,Naamsestraat,Unknown,608715568,24062,Leuven,60,
15,"[1063831514, 8131717]",4.715712128029245,50.87748052825185,Tiensevest,Unknown,"[1063831514, 8131717]",24062,Leuven,60,
16,3343954,4.71428615,50.87379065,Blijde-Inkomststraat,Unknown,3343954,24062,Leuven,60,
17,16775051,4.7143991,50.87371805000001,Tiensepoort,Unknown,16775051,24062,Leuven,60,
18,16775171,4.7142925,50.87370675,Tiensepoort,Unknown,16775171,24062,Leuven,60,
19,"[898173884, 898173885]",4.710358486183506,50.87493917136466,Tiensestraat,Unknown,"[898173884, 898173885]",24062,Leuven,60,
20,"[1056637424, 566326282]",4.7100076646041344,50.87482939556421,Brabançonnestraat,Unknown,"[1056637424, 566326282]",24062,Leuven,60,
21,8130906,4.71420865,50.87359395,Geldenaaksevest,Unknown,8130906,24062,Leuven,60,
22,16775188,4.7143643,50.8736607,Tiensepoort,Unknown,16775188,24062,Leuven,60,
23,3343967,4.71489665,50.875328,Dagobertstraat,Unknown,3343967,24062,Leuven,60,
24,"[863272992, 863272993, 863272994, 8131717]",4.71471750710961,50.87474298548538,Tiensevest,Unknown,"[863272992, 863272993, 863272994, 8131717]",24062,Leuven,60,
25,3343956,4.712823449999999,50.87610415,Mathildegang,Unknown,3343956,24062,Leuven,60,
26,22675178,4.710553068183305,50.873275704771885,Dekenstraat,Unknown,22675178,24062,Leuven,60,
27,893028141,4.7105200377024445,50.87315995067743,Unknown,Unknown,893028141,24062,Leuven,60,
28,3343962,4.711071062893852,50.873658833771096,Schepenenstraat,Unknown,3343962,24062,Leuven,60,
29,"[22675178, 444180325]",4.7110617812688,50.87314296588032,Dekenstraat,Unknown,"[22675178, 444180325]",24062,Leuven,60,
30,"[10296368, 893696211, 79299303]",4.7113146058728415,50.8711702920523,Geldenaaksevest,Unknown,"[10296368, 893696211, 79299303]",24062,Leuven,60,
31,71745448,4.709312474444042,50.874296535343134,Brabançonnestraat,Unknown,71745448,24062,Leuven,60,
32,"[566326280, 566326281]",4.709765031670285,50.87464141417073,Brabançonnestraat,Unknown,"[566326280, 566326281]",24062,Leuven,60,
33,3343958,4.710203352634217,50.87440793589684,Windmolenveldstraat,Unknown,3343958,24062,Leuven,60,
34,8116858,4.710460467325337,50.87428467052808,Windmolenveldstraat,Unknown,8116858,24062,Leuven,60,
35,22675175,4.7108485,50.87417935,Windmolenstraat,Unknown,22675175,24062,Leuven,60,
36,8075018,4.7105015225493325,50.87370806466552,Windmolenstraat,Unknown,8075018,24062,Leuven,60,
37,609706113,4.711010175856842,50.874419566241166,Windmolenstraat,Unknown,609706113,24062,Leuven,60,
38,22675199,4.712235943438401,50.87363792763288,Windmolenveldstraat,Unknown,22675199,24062,Leuven,60,
39,89866047,4.711822852655597,50.8738142516454,Windmolenveldstraat,Unknown,89866047,24062,Leuven,60,
40,27471364,4.7138042974901,50.87359264839765,Unknown,Unknown,27471364,24062,Leuven,60,
41,94585449,4.713740666862199,50.87363174448378,Tiensestraat,Unknown,94585449,24062,Leuven,60,
42,"[3343961, 547509905, 547509918]",4.711733738755207,50.87332910864909,Tomveldstraat,Unknown,"[3343961, 547509905, 547509918]",24062,Leuven,60,
43,444180325,4.712045800397215,50.87263987359597,Dekenstraat,Unknown,444180325,24062,Leuven,60,
44,3343957,4.70963115,50.87357224999999,Dekenstraat,Unknown,3343957,24062,Leuven,60,
45,3343963,4.709676483059519,50.8736958579654,Gildenstraat,Unknown,3343963,24062,Leuven,60,
46,439142854,4.707513129548159,50.87107995632575,Brabançonnestraat,Unknown,439142854,24062,Leuven,60,
47,3343964,4.70993565,50.87009905,Henri Regastraat,Unknown,3343964,24062,Leuven,60,
48,893696211,4.70997075,50.87009315,Geldenaaksevest,Unknown,893696211,24062,Leuven,60,
49,663531400,4.708861949999999,50.8696208,Frederik Lintsstraat,Unknown,663531400,24062,Leuven,60,
50,"[24905257, 876185324]",4.708305078184538,50.86946461636587,Geldenaaksevest,Unknown,"[24905257, 876185324]",24062,Leuven,60,
51,3343966,4.705202302900498,50.87187083488343,Rapengang,Unknown,3343966,24062,Leuven,60,
52,843033254,4.7047142,50.87150025,Parkstraat,Unknown,843033254,24062,Leuven,60,
53,"[843033254, 843033255]",4.704197484390033,50.87186117650371,Parkstraat,Unknown,"[843033254, 843033255]",24062,Leuven,60,
54,3343970,4.712501800617573,50.87661525267282,Quinten Metsysplein,Unknown,3343970,24062,Leuven,60,
55,"[1436679379, 1063831486]",4.715001076874856,50.87813490270568,Justus Lipsiusstraat,Unknown,"[1436679379, 1063831486]",24062,Leuven,60,
56,"[3343969, 1063831487]",4.713963881716815,50.87787513561574,Arnould Nobelstraat,Unknown,"[3343969, 1063831487]",24062,Leuven,60,
57,9853245,4.707227715987703,50.87092572376677,Unknown,Unknown,9853245,24062,Leuven,60,
58,79002195,4.707401241911858,50.87076321171493,Frederik Lintsstraat,Unknown,79002195,24062,Leuven,60,
59,8127646,4.70677949540435,50.8704269717619,Brabançonnestraat,Unknown,8127646,24062,Leuven,60,
60,79002198,4.707070523215336,50.8707753545848,Frederik Lintsstraat,Unknown,79002198,24062,Leuven,60,
61,79002199,4.707205943800155,50.87061984674904,Frederik Lintsstraat,Unknown,79002199,24062,Leuven,60,
62,79002197,4.706073849999999,50.87052225,Parkstraat,Unknown,79002197,24062,Leuven,60,
63,608715532,4.706622149999999,50.8701219,Parkstraat,Unknown,608715532,24062,Leuven,60,
64,3343974,4.700816596157587,50.86934335755576,Constantin Meunierstraat,Unknown,3343974,24062,Leuven,60,
65,"[3351209, 662329837]",4.700666132105618,50.86957758446514,Maria Van Belstraat,Unknown,"[3351209, 662329837]",24062,Leuven,60,
66,"[725072196, 3351199]",4.701864754321795,50.86936595799566,Emile Mathieustraat,Unknown,"[725072196, 3351199]",24062,Leuven,60,
67,655251293,4.699575599999999,50.8685091,Naamsevest,Unknown,655251293,24062,Leuven,60,
68,48446159,4.699667497544185,50.86852755108243,Unknown,Unknown,48446159,24062,Leuven,60,
69,"[1279101237, 48446159]",4.699624061254362,50.86842899503663,Unknown,Unknown,"[1279101237, 48446159]",24062,Leuven,60,
70,725072194,4.7033277,50.86951735,Familie De Bayostraat,Unknown,725072194,24062,Leuven,60,
71,725072187,4.702223645157699,50.86980045684763,Pierre Joseph Verhaghenstraat,Unknown,725072187,24062,Leuven,60,
72,3351197,4.703104597352564,50.87017792704187,Paul Lebrunstraat,Unknown,3351197,24062,Leuven,60,
73,88799178,4.7055099,50.8694092,Weldadigheidsstraat,Unknown,88799178,24062,Leuven,60,
74,3351198,4.705775605841597,50.86995416292613,Familie De Bayostraat,Unknown,3351198,24062,Leuven,60,
75,"[725072192, 3351196]",4.703220207244914,50.87104476215396,Weldadigheidsstraat,Unknown,"[725072192, 3351196]",24062,Leuven,60,
76,853446064,4.703257408948259,50.87167165619024,Constantin Meunierstraat,Unknown,853446064,24062,Leuven,60,
77,3351205,4.701831892479619,50.87116606638983,Frans Vermeylenstraat,Unknown,3351205,24062,Leuven,60,
78,"[1203412618, 725072191]",4.702543340358521,50.87105223267481,Constantin Meunierstraat,Unknown,"[1203412618, 725072191]",24062,Leuven,60,
79,48337988,4.702001734012322,50.87051810458368,Constantin Meunierstraat,Unknown,48337988,24062,Leuven,60,
80,"[3351207, 1267918407]",4.701259410999057,50.87051281186303,Emile Van Arenberghstraat,Unknown,"[3351207, 1267918407]",24062,Leuven,60,
81,725072195,4.70323565,50.868477,Gerard Vander Lindenstraat,Unknown,725072195,24062,Leuven,60,
82,"[661733369, 655251292, 3677823]",4.701810814282423,50.868357846347,Naamsevest,Unknown,"[661733369, 655251292, 3677823]",24062,Leuven,60,
83,3351203,4.700733191730459,50.871532094607126,Hendrik Consciencestraat,Unknown,3351203,24062,Leuven,60,
84,"[662329857, 3351207]",4.700525870124348,50.87115198618511,Emile Van Arenberghstraat,Unknown,"[662329857, 3351207]",24062,Leuven,60,
85,"[725072193, 3351204]",4.702668079721429,50.87155589888782,Frans Nensstraat,Unknown,"[725072193, 3351204]",24062,Leuven,60,
86,"[3990531, 891578003, 891578004, 891578005, 891578006, 891578007, 891578008, 891578009, 891578011, 891578012]",4.702586549130943,50.87228838673521,Van 't Sestichstraat,Unknown,"[3990531, 891578003, 891578004, 891578005, 891578006, 891578007, 891578008, 891578009, 891578011, 891578012]",24062,Leuven,60,
87,608715598,4.699567705411432,50.87187199213556,Naamsestraat,Unknown,608715598,24062,Leuven,60,
88,"[1267918407, 3351207]",4.701259410999058,50.87051281186304,Emile Van Arenberghstraat,Unknown,"[1267918407, 3351207]",24062,Leuven,60,
89,"[662329841, 662329843, 662329846]",4.700515327561369,50.87043448062269,Albert Giraudstraat,Unknown,"[662329841, 662329843, 662329846]",24062,Leuven,60,
90,3351209,4.7004059,50.86987765,Maria Van Belstraat,Unknown,3351209,24062,Leuven,60,
91,"[662329835, 3351206]",4.699983829290523,50.86998753338084,Eugène Gilbertstraat,Unknown,"[662329835, 3351206]",24062,Leuven,60,
92,8127925,4.69988045,50.866168,Erasme Ruelenspark,Unknown,8127925,24062,Leuven,60,
93,301552207,4.700573092576973,50.86636842222698,Erasme Ruelenspark,Unknown,301552207,24062,Leuven,60,
94,301992140,4.699963300000001,50.86592145,Stanislas De Rijcklaan,Unknown,301992140,24062,Leuven,60,
95,19569387,4.70013925314897,50.86582288390176,Jozef Eerdekensstraat,Unknown,19569387,24062,Leuven,60,
96,"[3358660, 301992140]",4.70097200058532,50.865950942615456,Stanislas De Rijcklaan,Unknown,"[3358660, 301992140]",24062,Leuven,60,
97,301909100,4.7012052,50.8666137,Broekstraat,Unknown,301909100,24062,Leuven,60,
98,"[95571485, 95571479]",4.700666618000366,50.86725008121096,Broekstraat,Unknown,"[95571485, 95571479]",24062,Leuven,60,
99,"[301636906, 263541943]",4.702805172329405,50.86669952791451,Paul van Ostaijenlaan,Unknown,"[301636906, 263541943]",24062,Leuven,60,
